ticker,company,sector,sub_industry,cik,legal_name,gics_sector,gics_sub_industry,hq_state,market_cap_usd,shares_outstanding,scope1_tco2e,scope1_tco2e_fy,ghg_facility_count,ghg_facility_count_fy,cogs_usd,cogs_usd_fy,energy_cost_usd,energy_cost_usd_fy,revenue_usd,revenue_usd_fy,ebit_usd,ebit_usd_fy,ebitda_usd,ebitda_usd_fy,free_cash_flow_usd,free_cash_flow_usd_fy,capex_usd,capex_usd_fy,rnd_expense_usd,rnd_expense_usd_fy,sbti_target_validated,sbti_target_type,target_year,target_baseline_year,target_reduction_pct,target_scope_coverage,has_climate_oversight_committee,has_third_party_assurance,assurance_level,emissions_boundary_stated,has_clawback_policy,has_psu_plan,performance_period_years,independent_director_count,board_size,lead_independent_director,buybacks_usd,buybacks_usd_fy,dividends_paid_usd,dividends_paid_usd_fy
BRK.B,Berkshire Hathaway,Financials,Multi-Sector Holdings,0001067983,Berkshire Hathaway,Financials,Multi-Sector Holdings,Nebraska,1092553998336.0,1408035161.0,52955850.8,2023,127.0,2023,,,,,364482000000.0,2023,120166000000.0,2023,132652000000.0,2023,29787000000.0,2023,19409000000.0,2023,,,0.0,,,,,,,,,,0.0,0.0,,,,1.0,9171000000.0,2023,,
BRO,Brown & Brown,Financials,Insurance Brokers,0000079282,Brown & Brown,Financials,Insurance Brokers,Florida,22147860480.0,285000000.0,,,,,,,,,4257000000.0,2023,1146000000.0,2023,,,941000000.0,2023,69000000.0,2023,,,0.0,,,,,,,,,,1.0,1.0,3.0,,,1.0,0.0,2023,135000000.0,2023
BSX,Boston Scientific,Health Care,Health Care Equipment,0000885725,Boston Scientific,Health Care,Health Care Equipment,Massachusetts,62287884288.0,1463500000.0,,,,,4345000000.0,2023,,,14240000000.0,2023,2343000000.0,2023,3539000000.0,2023,1792000000.0,2023,711000000.0,2023,,,1.0,near-term,2030.0,2019.0,46.2,1 and 2,,,,,1.0,1.0,3.0,,,1.0,,,28000000.0,2023
BX,Blackstone Inc.,Financials,Asset Management & Custody Banks,0001393818,Blackstone Inc.,Financials,Asset Management & Custody Banks,New York,153607716864.0,719358114.0,,,,,,,,,8022841000.0,2023,2957714000.0,2023,,,3832675000.0,2023,224231000.0,2023,,,0.0,,,,,,,,,,,,,,,,,,4268447000.0,2023
BXP,"BXP, Inc.",Real Estate,Office REITs,0001037540,"BXP, Inc.",Real Estate,Office REITs,Massachusetts,11702768640.0,156940866.0,,,,,,,,,3273569000.0,2023,,,,,,,,,,,0.0,near-term,2030.0,2018.0,73.57,1 and 2,,,,1.0,1.0,0.0,3.0,,,1.0,,,687809000.0,2023
C,Citigroup,Financials,Diversified Banks,0000831001,Citigroup,Financials,Diversified Banks,New York,232861794304.0,1955800000.0,,,,,,,,,78066000000.0,2023,12910000000.0,2023,17470000000.0,2023,-79999000000.0,2023,6583000000.0,2023,,,0.0,,,,,,1.0,,,,1.0,1.0,3.0,,,1.0,1977000000.0,2023,5212000000.0,2023
CAH,Cardinal Health,Health Care,Health Care Distributors,0000721371,Cardinal Health,Health Care,Health Care Distributors,Ohio,54555291648.0,262000000.0,,,,,198105000000.0,2023,,,204979000000.0,2023,752000000.0,2023,1444000000.0,2023,2363000000.0,2023,481000000.0,2023,,,0.0,near-term,2030.0,2019.0,50.0,1 and 2,,,,,1.0,1.0,3.0,,,1.0,2000000000.0,2023,525000000.0,2023
CARR,Carrier Global,Industrials,Building Products,0001783180,Carrier Global,Industrials,Building Products,Florida,47365718016.0,839910275.0,,,,,13789000000.0,2023,,,18951000000.0,2023,2160000000.0,2023,2651000000.0,2023,2168000000.0,2023,439000000.0,2023,493000000.0,2023,1.0,near-term,2030.0,2021.0,42.0,1 and 2,,,,,1.0,1.0,3.0,,,1.0,62000000.0,2023,620000000.0,2023
CASY,Casey's,Consumer Staples,Food Retail,0000726958,Casey's,Consumer Staples,Food Retail,Iowa,22747873280.0,37008488.0,,,,,,,,,14862913000.0,2023,,,,,370949000.0,2023,522004000.0,2023,,,0.0,,,,,,,,,,1.0,1.0,3.0,10.0,11.0,1.0,104898000.0,2023,62918000.0,2023
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Transportation Equipment,0000018230,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Transportation Equipment,Texas,376276058112.0,499400000.0,456901.7,2023,7.0,2023,160000000.0,2023,,,67060000000.0,2023,12966000000.0,2023,15110000000.0,2023,11288000000.0,2023,1597000000.0,2023,2108000000.0,2023,0.0,,,,,,,1.0,limited,,1.0,1.0,3.0,,,1.0,4975000000.0,2023,2563000000.0,2023
CB,Chubb Limited,Financials,Property & Casualty Insurance,0000896159,Chubb Limited,Financials,Property & Casualty Insurance,Switzerland,130496806912.0,405269637.0,,,,,,,,,49735000000.0,2023,9526000000.0,2023,,,,,,,,,0.0,,,,,,1.0,1.0,reasonable,,1.0,1.0,3.0,,,1.0,2411000000.0,2023,1394000000.0,2023
CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,0001374310,Cboe Global Markets,Financials,Financial Exchanges & Data,Illinois,29349294080.0,105527815.0,,,,,1855500000.0,2023,,,3773500000.0,2023,1057900000.0,2023,1215900000.0,2023,1030600000.0,2023,45000000.0,2023,,,0.0,,,,,,,,,,1.0,1.0,3.0,,,1.0,83900000.0,2023,223500000.0,2023
CBRE,CBRE Group,Real Estate,Real Estate Services,0001138118,CBRE Group,Real Estate,Real Estate Services,Texas,40688222208.0,304889140.0,,,,,25675000000.0,2023,,,31949000000.0,2023,1117000000.0,2023,1739000000.0,2023,175000000.0,2023,305000000.0,2023,,,1.0,net-zero,2030.0,2019.0,50.0,1 and 2,,,,,1.0,1.0,3.0,,,1.0,665000000.0,2023,,
CCI,Crown Castle,Real Estate,Telecom Tower REITs,0001051470,Crown Castle,Real Estate,Telecom Tower REITs,Texas,33045940224.0,434000000.0,,,,,304000000.0,2023,,,4734000000.0,2023,2097000000.0,2023,2884000000.0,2023,2883000000.0,2023,243000000.0,2023,,,0.0,,,,,,,1.0,limited,,1.0,1.0,3.0,,,1.0,-30000000.0,2023,-2723000000.0,2023
CCL,Carnival Corporation,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0000815097,Carnival Corporation,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Florida,31159517184.0,1262000000.0,,,,,14317000000.0,2023,,,21593000000.0,2023,1956000000.0,2023,4326000000.0,2023,997000000.0,2023,3284000000.0,2023,,,0.0,,,,,,,,,,1.0,1.0,3.0,9.0,11.0,0.0,,,,
CDNS,Cadence Design Systems,Information Technology,Application Software,0000813672,Cadence Design Systems,Information Technology,Application Software,California,79690465280.0,271706000.0,,,,,,,,,4089986000.0,2023,1251225000.0,2023,1396517000.0,2023,1246839000.0,2023,102337000.0,2023,,,1.0,near-term,2030.0,2019.0,89.78,1 and 2,,,,,1.0,1.0,5.0,,,1.0,700134000.0,2023,,
CDW,CDW Corporation,Information Technology,Technology Distributors,0001402057,CDW Corporation,Information Technology,Technology Distributors,Illinois,19226429440.0,134100000.0,,,,,16723600000.0,2023,,,21376000000.0,2023,1680900000.0,2023,1951600000.0,2023,1450500000.0,2023,148200000.0,2023,,,0.0,near-term,2030.0,2022.0,42.0,1 and 2,,,,,1.0,1.0,3.0,8.0,9.0,1.0,500000000.0,2023,321500000.0,2023
CEG,Constellation Energy,Utilities,Electric Utilities,0001868275,Constellation Energy,Utilities,Electric Utilities,Maryland,100889026560.0,317000000.0,8941320.5,2023,10.0,2023,,,,,24918000000.0,2023,1610000000.0,2023,4124000000.0,2023,-7723000000.0,2023,2422000000.0,2023,,,0.0,,,,,,1.0,,,1.0,1.0,1.0,3.0,,,1.0,992000000.0,2023,366000000.0,2023
CF,CF Industries,Materials,Fertilizers & Agricultural Chemicals,0001324404,CF Industries,Materials,Fertilizers & Agricultural Chemicals,Illinois,20138565632.0,188188401.0,20579424.2,2023,6.0,2023,4086000000.0,2023,,,6631000000.0,2023,2230000000.0,2023,3099000000.0,2023,2258000000.0,2023,499000000.0,2023,,,0.0,,,,,,,,,1.0,1.0,0.0,3.0,,,1.0,580000000.0,2023,311000000.0,2023
CFG,Citizens Financial Group,Financials,Regional Banks,0000759944,Citizens Financial Group,Financials,Regional Banks,Rhode Island,29684541440.0,466418055.0,,,,,,,,,8224000000.0,2023,2030000000.0,2023,2508000000.0,2023,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,3.0,,,1.0,906000000.0,2023,808000000.0,2023
CHD,Church & Dwight,Consumer Staples,Household Products,0000313927,Church & Dwight,Consumer Staples,Household Products,New Jersey,22332747776.0,247600000.0,,,,,3279400000.0,2023,,,5867900000.0,2023,1057400000.0,2023,1282600000.0,2023,807100000.0,2023,223500000.0,2023,122400000.0,2023,0.0,near-term,2031.0,2020.0,46.2,1 and 2,1.0,,,,1.0,1.0,3.0,10.0,11.0,1.0,300100000.0,2023,266500000.0,2023
CHRW,C.H. Robinson,Industrials,Air Freight & Logistics,0001043277,C.H. Robinson,Industrials,Air Freight & Logistics,Minnesota,17852534784.0,116768000.0,,,,,,,,,17596443000.0,2023,514607000.0,2023,613592000.0,2023,701957000.0,2023,29989000.0,2023,,,0.0,,,,,,,,,,1.0,1.0,,9.0,10.0,1.0,63884000.0,2023,291569000.0,2023
CHTR,Charter Communications,Communication Services,Cable & Satellite,0001091667,Charter Communications,Communication Services,Cable & Satellite,Connecticut,19646515200.0,151966313.0,,,,,,,,,54607000000.0,2023,12559000000.0,2023,21255000000.0,2023,3318000000.0,2023,11115000000.0,2023,,,0.0,,,,,,,,,,1.0,0.0,,12.0,13.0,1.0,3215000000.0,2023,,
CI,Cigna,Health Care,Health Care Services,0001739940,Cigna,Health Care,Health Care Services,Connecticut,74188161024.0,292504000.0,,,,,133801000000.0,2023,,,195265000000.0,2023,8536000000.0,2023,11571000000.0,2023,,,,,,,0.0,commitment,,,,,,1.0,limited,,1.0,0.0,3.0,,,1.0,2284000000.0,2023,362000000.0,2023
CIEN,Ciena,Information Technology,Communications Equipment,0000936395,Ciena,Information Technology,Communications Equipment,Maryland,49567752192.0,144829938.0,,,,,2507698000.0,2023,,,4386549000.0,2023,357545000.0,2023,,,62135000.0,2023,106197000.0,2023,750559000.0,2023,0.0,near-term,2030.0,2019.0,80.6,1 and 2,,1.0,reasonable,,1.0,1.0,1.0,8.0,9.0,1.0,242201000.0,2023,,
CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,0000020286,Cincinnati Financial,Financials,Property & Casualty Insurance,Ohio,26060572672.0,158100000.0,,,,,,,,,10013000000.0,2023,2276000000.0,2023,,,2034000000.0,2023,18000000.0,2023,,,0.0,,,,,,,,,,1.0,1.0,3.0,,,1.0,67000000.0,2023,454000000.0,2023
CL,Colgate-Palmolive,Consumer Staples,Household Products,0000021665,Colgate-Palmolive,Consumer Staples,Household Products,New York,69194604544.0,821412769.0,,,,,8131000000.0,2023,,,19457000000.0,2023,3984000000.0,2023,4551000000.0,2023,3040000000.0,2023,705000000.0,2023,343000000.0,2023,1.0,near-term,2030.0,2020.0,90.0,"1, 2 and 3",,,,,1.0,1.0,3.0,,,1.0,1128000000.0,2023,,
CLX,Clorox,Consumer Staples,Household Products,0000021076,Clorox,Consumer Staples,Household Products,California,10612905984.0,123820022.0,,,,,4481000000.0,2023,,,7389000000.0,2023,238000000.0,2023,474000000.0,2023,930000000.0,2023,228000000.0,2023,138000000.0,2023,0.0,near-term,2030.0,2020.0,50.0,1 and 2,,1.0,reasonable,,1.0,1.0,3.0,,,1.0,0.0,2023,583000000.0,2023
CMCSA,Comcast,Communication Services,Cable & Satellite,0001166691,Comcast,Communication Services,Cable & Satellite,Pennsylvania,89425649664.0,4148000000.0,,,,,,,,,121572000000.0,2023,23314000000.0,2023,37650000000.0,2023,16259000000.0,2023,12242000000.0,2023,,,0.0,near-term,2030.0,2019.0,50.0,1 and 2,,,,,1.0,1.0,3.0,9.0,11.0,1.0,11291000000.0,2023,4766000000.0,2023
CME,CME Group,Financials,Financial Exchanges & Data,0001156375,CME Group,Financials,Financial Exchanges & Data,Illinois,99078471680.0,359500000.0,,,,,,,,,5578900000.0,2023,3435700000.0,2023,3561700000.0,2023,3377400000.0,2023,76400000.0,2023,,,0.0,,,,,,,,,,1.0,0.0,3.0,,,1.0,,,3235500000.0,2023
CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,0001058090,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,California,45808132096.0,1385500000.0,,,,,,,,,9871649000.0,2023,1557813000.0,2023,1877207000.0,2023,1222746000.0,2023,560731000.0,2023,,,0.0,near-term,2030.0,2019.0,50.0,1 and 2,,,,1.0,1.0,1.0,3.0,,,1.0,592349000.0,2023,,
CMI,Cummins,Industrials,Construction Machinery & Heavy Transportation Equipment,0000026172,Cummins,Industrials,Construction Machinery & Heavy Transportation Equipment,Indiana,76644696064.0,142700000.0,,,,,25816000000.0,2023,,,34065000000.0,2023,1761000000.0,2023,2785000000.0,2023,2753000000.0,2023,1213000000.0,2023,1500000000.0,2023,0.0,near-term,2030.0,2018.0,50.0,1 and 2,,,,,1.0,1.0,1.0,10.0,11.0,1.0,0.0,2023,921000000.0,2023
CMS,CMS Energy,Utilities,Multi-Utilities,0000811156,CMS Energy,Utilities,Multi-Utilities,Michigan,21056706560.0,294400000.0,16989121.6,2023,14.0,2023,,,561000000.0,2023,7462000000.0,2023,1235000000.0,2023,2415000000.0,2023,,,,,,,0.0,,,,,,,,,,1.0,1.0,3.0,,,0.0,,,,
CNC,Centene Corporation,Health Care,Managed Health Care,0001071739,Centene Corporation,Health Care,Managed Health Care,Missouri,32811147264.0,534484000.0,,,,,3564000000.0,2023,,,153999000000.0,2023,2930000000.0,2023,4223000000.0,2023,7254000000.0,2023,799000000.0,2023,,,0.0,,,,,,,,,,1.0,1.0,3.0,,,1.0,1633000000.0,2023,,
CNP,CenterPoint Energy,Utilities,Multi-Utilities,0001130310,CenterPoint Energy,Utilities,Multi-Utilities,Texas,25762549760.0,631225829.0,4192299.9,2023,10.0,2023,99000000.0,2023,,,8696000000.0,2023,1760000000.0,2023,3161000000.0,2023,-524000000.0,2023,4401000000.0,2023,,,0.0,,,,,,,,,,1.0,1.0,3.0,,,1.0,,,485000000.0,2023
COF,Capital One,Financials,Consumer Finance,0000927628,Capital One,Financials,Consumer Finance,Virginia,127788900352.0,380389609.0,,,,,,,,,36787000000.0,2023,6045000000.0,2023,9271000000.0,2023,19614000000.0,2023,961000000.0,2023,,,0.0,,,,,,,,,,1.0,1.0,3.0,12.0,13.0,1.0,718000000.0,2023,931000000.0,2023
COHR,Coherent Corp.,Information Technology,Electronic Components,0000820318,Coherent Corp.,Information Technology,Electronic Components,Pennsylvania,59801288704.0,137578000.0,,,,,3541817000.0,2023,,,5160100000.0,2023,-37120000.0,2023,681649880000.0,2023,197965000.0,2023,436060000.0,2023,499603000.0,2023,0.0,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,
COIN,Coinbase,Financials,Financial Exchanges & Data,0001679788,Coinbase,Financials,Financial Exchanges & Data,New York,46240059392.0,254391000.0,,,,,,,,,3108383000.0,2023,-161662000.0,2023,-22020000.0,2023,,,,,1324541000.0,2023,0.0,,,,,,,,,,1.0,0.0,,7.0,9.0,1.0,0.0,2023,,
COO,Cooper Companies (The),Health Care,Health Care Supplies,0000711404,Cooper Companies (The),Health Care,Health Care Supplies,California,10251272192.0,198100000.0,,,,,1235300000.0,2023,,,3593200000.0,2023,533100000.0,2023,900800000.0,2023,215000000.0,2023,392500000.0,2023,137400000.0,2023,0.0,,,,,,,,,,1.0,1.0,3.0,,,1.0,0.0,2023,3000000.0,2023
COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,0001163165,ConocoPhillips,Energy,Oil & Gas Exploration & Production,Texas,165003706368.0,1205675000.0,1133099.9,2023,7.0,2023,21975000000.0,2023,,,56141000000.0,2023,16288000000.0,2023,24558000000.0,2023,,,,,81000000.0,2023,0.0,,,,,,,,,,1.0,1.0,3.0,11.0,13.0,1.0,5400000000.0,2023,5583000000.0,2023
COR,Cencora,Health Care,Health Care Distributors,0001140859,Cencora,Health Care,Health Care Distributors,Pennsylvania,61364293632.0,200814804.0,,,,,253213918000.0,2023,,,262173411000.0,2023,2340731000.0,2023,3304635000.0,2023,3452975000.0,2023,458359000.0,2023,,,0.0,near-term,2032.0,2019.0,54.6,1 and 2,,,,,1.0,0.0,3.0,,,1.0,1180728000.0,2023,398752000.0,2023
COST,Costco,Consumer Staples,Consumer Staples Merchandise Retail,0000909832,Costco,Consumer Staples,Consumer Staples Merchandise Retail,Washington,401246322688.0,442793000.0,,,,,212586000000.0,2023,,,242290000000.0,2023,8114000000.0,2023,10191000000.0,2023,6745000000.0,2023,4323000000.0,2023,,,0.0,,,,,,,,,,1.0,0.0,,,,1.0,676000000.0,2023,1251000000.0,2023
CPAY,Corpay,Financials,Transaction & Payment Processing Services,0001175454,Corpay,Financials,Transaction & Payment Processing Services,Georgia,26803562496.0,71715804.0,,,,,,,,,3757719000.0,2023,1656873000.0,2023,1993477000.0,2023,1947310000.0,2023,153822000.0,2023,,,0.0,,,,,,,,,,1.0,0.0,1.0,,,1.0,686859000.0,2023,,
CPRT,Copart,Industrials,Diversified Support Services,0000900075,Copart,Industrials,Diversified Support Services,Texas,27728054272.0,957344162.0,,,,,,,,,3869518000.0,2023,1486569000.0,2023,1646047000.0,2023,847574000.0,2023,516636000.0,2023,,,0.0,,,,,,,,,,0.0,0.0,,,,1.0,,,,
CPT,Camden Property Trust,Real Estate,Multi-Family Residential REITs,0000906345,Camden Property Trust,Real Estate,Multi-Family Residential REITs,Texas,11921612800.0,106800000.0,,,,,548920000.0,2023,,,3451000.0,2023,,,,,,,,,,,0.0,,,,,,,,,,1.0,1.0,3.0,,,0.0,0.0,2023,434875000.0,2023
CRH,CRH plc,Materials,Construction Materials,0000849395,CRH plc,Materials,Construction Materials,Ireland,58910941184.0,734519598.0,,,,,22986000000.0,2023,,,34949000000.0,2023,4186000000.0,2023,5819000000.0,2023,3200000000.0,2023,1817000000.0,2023,,,0.0,near-term,2030.0,,,,,,,,1.0,1.0,3.0,,,0.0,3067000000.0,2023,,
CRL,Charles River Laboratories,Health Care,Life Sciences Tools & Services,0001100682,Charles River Laboratories,Health Care,Life Sciences Tools & Services,Massachusetts,13403152384.0,51338000.0,,,,,,,,,4129409000.0,2023,617261000.0,2023,931385000.0,2023,365370000.0,2023,318528000.0,2023,,,0.0,near-term,2030.0,2018.0,50.0,1 and 2,,,,,1.0,1.0,3.0,,,1.0,24155000.0,2023,,
CRM,Salesforce,Information Technology,Application Software,0001108524,Salesforce,Information Technology,Application Software,California,203873566720.0,971000000.0,,,,,8541000000.0,2023,,,34857000000.0,2023,5011000000.0,2023,6111000000.0,2023,9498000000.0,2023,736000000.0,2023,4906000000.0,2023,0.0,,,,,,,1.0,limited,,1.0,1.0,3.0,,,1.0,7620000000.0,2023,0.0,2023
CRWD,CrowdStrike,Information Technology,Systems Software,0001535527,CrowdStrike,Information Technology,Systems Software,Texas,211688292352.0,243635000.0,,,,,758929000.0,2023,,,3055555000.0,2023,-19141000.0,2023,,,989678000.0,2023,176529000.0,2023,780319000.0,2023,0.0,near-term,2031.0,2025.0,35.39,1 and 2,,1.0,limited,1.0,1.0,1.0,1.0,,,0.0,,,,
CSCO,Cisco,Information Technology,Communications Equipment,0000858877,Cisco,Information Technology,Communications Equipment,California,442082263040.0,4066000000.0,,,,,21245000000.0,2023,,,56998000000.0,2023,15031000000.0,2023,15731000000.0,2023,19037000000.0,2023,849000000.0,2023,7551000000.0,2023,0.0,,,,,,,,,1.0,1.0,0.0,3.0,,,1.0,4293000000.0,2023,6302000000.0,2023
CSGP,CoStar Group,Real Estate,Real Estate Services,0001057352,CoStar Group,Real Estate,Real Estate Services,D.C.,12342318080.0,408100000.0,,,,,491000000.0,2023,,,2455000000.0,2023,282000000.0,2023,390000000.0,2023,372000000.0,2023,118000000.0,2023,,,1.0,near-term,2033.0,2023.0,54.6,1 and 2,1.0,,,,1.0,1.0,1.0,,,0.0,0.0,2023,,
CSX,CSX Corporation,Industrials,Rail Transportation,0000277948,CSX Corporation,Industrials,Rail Transportation,Florida,90678648832.0,1958000000.0,,,,,,,1377000000.0,2023,14657000000.0,2023,5499000000.0,2023,7106000000.0,2023,3257000000.0,2023,2257000000.0,2023,,,0.0,near-term,2029.0,,,,,,,,1.0,0.0,3.0,,,1.0,3482000000.0,2023,882000000.0,2023
CTAS,Cintas,Industrials,Diversified Support Services,0000723254,Cintas,Industrials,Diversified Support Services,Ohio,80634167296.0,405008000.0,,,,,4910199000.0,2023,,,9596615000.0,2023,2068633000.0,2023,2511017000.0,2023,1659031000.0,2023,409469000.0,2023,,,0.0,,,,,,,,,,1.0,0.0,,,,1.0,700033000.0,2023,530909000.0,2023
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,0001058290,Cognizant,Information Technology,IT Consulting & Other Services,New Jersey,27026653184.0,498000000.0,,,,,,,,,19353000000.0,2023,2689000000.0,2023,3244000000.0,2023,2013000000.0,2023,317000000.0,2023,,,0.0,,,,,,,,,,1.0,1.0,3.0,,,0.0,1064000000.0,2023,591000000.0,2023
CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,0001755672,Corteva,Materials,Fertilizers & Agricultural Chemicals,Indiana,55977746432.0,701260000.0,82753.7,2023,2.0,2023,9920000000.0,2023,,,17226000000.0,2023,1093000000.0,2023,2304000000.0,2023,1174000000.0,2023,595000000.0,2023,1337000000.0,2023,0.0,,,,,,,,,,1.0,1.0,3.0,11.0,12.0,1.0,756000000.0,2023,439000000.0,2023
CVNA,Carvana,Consumer Discretionary,Automotive Retail,0001690820,Carvana,Consumer Discretionary,Automotive Retail,Arizona,76661358592.0,200578000.0,,,,,9047000000.0,2023,,,10771000000.0,2023,-80000000.0,2023,,,716000000.0,2023,87000000.0,2023,,,0.0,,,,,,,,,,1.0,1.0,,,,1.0,,,,
CVS,CVS Health,Health Care,Health Care Services,0000064803,CVS Health,Health Care,Health Care Services,Rhode Island,121067339776.0,1288000000.0,,,,,217098000000.0,2023,,,357776000000.0,2023,13743000000.0,2023,18109000000.0,2023,10395000000.0,2023,3031000000.0,2023,,,1.0,near-term,2030.0,2019.0,47.0,1 and 2,,,,,1.0,1.0,3.0,,,1.0,2012000000.0,2023,3132000000.0,2023
CVX,Chevron Corporation,Energy,Integrated Oil & Gas,0000093410,Chevron Corporation,Energy,Integrated Oil & Gas,Texas,419900817408.0,1880000000.0,15866256.5,2023,31.0,2023,119196000000.0,2023,,,200949000000.0,2023,,,,,19780000000.0,2023,15829000000.0,2023,320000000.0,2023,0.0,,,,,,,,,,1.0,1.0,3.0,,,1.0,14939000000.0,2023,11336000000.0,2023
D,Dominion Energy,Utilities,Multi-Utilities,0000715957,Dominion Energy,Utilities,Multi-Utilities,Virginia,56606289920.0,838000000.0,29193868.7,2023,33.0,2023,,,,,14393000000.0,2023,3414000000.0,2023,5994000000.0,2023,,,,,,,0.0,,,,,,,,,1.0,1.0,1.0,3.0,10.0,11.0,1.0,,,2233000000.0,2023
DAL,Delta Air Lines,Industrials,Passenger Airlines,0000027904,Delta Air Lines,Industrials,Passenger Airlines,Georgia,52550660096.0,643000000.0,1256096.9,2023,2.0,2023,,,11069000000.0,2023,58048000000.0,2023,5521000000.0,2023,7862000000.0,2023,1141000000.0,2023,5323000000.0,2023,,,0.0,near-term,2035.0,,,,,,,,1.0,0.0,3.0,12.0,14.0,1.0,,,128000000.0,2023
DASH,DoorDash,Consumer Discretionary,Specialized Consumer Services,0001792789,DoorDash,Consumer Discretionary,Specialized Consumer Services,California,87504519168.0,392948000.0,,,,,,,,,8635000000.0,2023,-579000000.0,2023,-70000000.0,2023,1550000000.0,2023,123000000.0,2023,1003000000.0,2023,0.0,,,,,,,,,,1.0,0.0,,,,1.0,750000000.0,2023,,
DD,DuPont,Industrials,Industrial Conglomerates,0001666700,DuPont,Industrials,Industrial Conglomerates,Delaware,17149107200.0,449900000.0,,,,,4442000000.0,2023,,,6614000000.0,2023,-279000000.0,2023,301000000.0,2023,543000000.0,2023,302000000.0,2023,192000000.0,2023,0.0,,,,,,,,,,1.0,1.0,3.0,,,1.0,,,651000000.0,2023
DDOG,Datadog,Information Technology,Application Software,0001561550,Datadog,Information Technology,Application Software,New York,79430983680.0,350292000.0,,,,,409908000.0,2023,,,2128359000.0,2023,-33464000.0,2023,2136000.0,2023,632368000.0,2023,27586000.0,2023,962447000.0,2023,0.0,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,
DE,Deere & Company,Industrials,Agricultural & Farm Machinery,0000315189,Deere & Company,Industrials,Agricultural & Farm Machinery,Illinois,182196666368.0,281600000.0,45075.9,2023,1.0,2023,,,,,61251000000.0,2023,12958000000.0,2023,14962000000.0,2023,7091000000.0,2023,1498000000.0,2023,2177000000.0,2023,0.0,near-term,2030.0,2021.0,50.0,1 and 2,1.0,,,1.0,1.0,1.0,3.0,,,1.0,7216000000.0,2023,1427000000.0,2023
DECK,Deckers Brands,Consumer Discretionary,Footwear,0000910521,Deckers Brands,Consumer Discretionary,Footwear,California,11067498496.0,153554000.0,,,,,1902275000.0,2023,,,4287763000.0,2023,927514000.0,2023,985101000.0,2023,943819000.0,2023,89365000.0,2023,49171000.0,2023,0.0,near-term,2030.0,2019.0,46.0,1 and 2,1.0,1.0,limited,,1.0,1.0,3.0,,,0.0,414931000.0,2023,,
DELL,Dell Technologies,Information Technology,"Technology Hardware, Storage & Peripherals",0001571996,Dell Technologies,Information Technology,"Technology Hardware, Storage & Peripherals",Texas,360690188288.0,705000000.0,,,,,67356000000.0,2023,,,88425000000.0,2023,5411000000.0,2023,8714000000.0,2023,5920000000.0,2023,2756000000.0,2023,2801000000.0,2023,1.0,net-zero,2031.0,2020.0,50.0,1 and 2,,,,,1.0,1.0,3.0,6.0,8.0,1.0,2080000000.0,2023,1072000000.0,2023
DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,0000029534,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,Tennessee,27484438528.0,219663000.0,,,,,26972585000.0,2023,,,38691609000.0,2023,2446300000.0,2023,3295093000.0,2023,691576000.0,2023,1700222000.0,2023,,,0.0,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,517979000.0,2023
DGX,Quest Diagnostics,Health Care,Health Care Services,0001022079,Quest Diagnostics,Health Care,Health Care Services,New Jersey,25939947520.0,113000000.0,,,,,6199000000.0,2023,,,9252000000.0,2023,1262000000.0,2023,1701000000.0,2023,864000000.0,2023,408000000.0,2023,,,0.0,,,,,,,,,,1.0,0.0,3.0,10.0,11.0,1.0,275000000.0,2023,314000000.0,2023
DHI,D. R. Horton,Consumer Discretionary,Homebuilding,0000882184,D. R. Horton,Consumer Discretionary,Homebuilding,Texas,38568009728.0,334848565.0,,,,,26110000000.0,2023,,,35460400000.0,2023,6314700000.0,2023,6406300000.0,2023,4155500000.0,2023,148600000.0,2023,,,0.0,,,,,,,1.0,limited,,1.0,1.0,3.0,6.0,8.0,0.0,1200000000.0,2023,341200000.0,2023
DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,0000313616,Danaher Corporation,Health Care,Life Sciences Tools & Services,D.C.,140695633920.0,739200000.0,,,,,9856000000.0,2023,,,23890000000.0,2023,5202000000.0,2023,7368000000.0,2023,5781000000.0,2023,1383000000.0,2023,1503000000.0,2023,1.0,near-term,2035.0,2021.0,54.6,1 and 2,,,,,1.0,1.0,3.0,,,1.0,0.0,2023,821000000.0,2023
