ticker,company,sector,sub_industry,cik,legal_name,lei,ultimate_parent_lei,gics_sector,gics_sub_industry,hq_state,market_cap_usd,shares_outstanding,scope1_tco2e,scope1_tco2e_fy,ghg_facility_count,ghg_facility_count_fy,grid_intensity_kgco2e_per_mwh,grid_intensity_kgco2e_per_mwh_fy,cogs_usd,cogs_usd_fy,energy_cost_usd,energy_cost_usd_fy,revenue_usd,revenue_usd_fy,ebit_usd,ebit_usd_fy,ebitda_usd,ebitda_usd_fy,free_cash_flow_usd,free_cash_flow_usd_fy,capex_usd,capex_usd_fy,rnd_expense_usd,rnd_expense_usd_fy,sbti_target_validated,sbti_target_type,target_year,target_baseline_year,target_reduction_pct,target_scope_coverage,risk_hitword_density,risk_hitword_density_fy,has_climate_oversight_committee,has_third_party_assurance,assurance_level,emissions_boundary_stated,has_clawback_policy,has_psu_plan,performance_period_years,independent_director_count,board_size,lead_independent_director,buybacks_usd,buybacks_usd_fy,dividends_paid_usd,dividends_paid_usd_fy,penalty_total_usd,penalty_total_usd_fy,penalty_count,penalty_count_fy,flows_all_target_year
DDOG,Datadog,Information Technology,Application Software,0001561550,Datadog,549300F6JNO0KRPO1K63,,Information Technology,Application Software,New York,79430983680.0,363472000.0,,,,,210.982,2023,686957000.0,2025,,,3427158000.0,2025,-44373000.0,2025,4827000.0,2025,1000557000.0,2025,49578000.0,2025,1548451000.0,2025,0.0,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,0.0,2026,0.0,2026,False
DE,Deere & Company,Industrials,Agricultural & Farm Machinery,0000315189,Deere & Company,PWFTNG3EI0Y73OXWDH08,,Industrials,Agricultural & Farm Machinery,Illinois,182196666368.0,270400000.0,45075.9,2023,1.0,2023,213.9618,2023,,,,,45684000000.0,2025,9039000000.0,2025,11268000000.0,2025,6099000000.0,2025,1360000000.0,2025,2311000000.0,2025,0.0,near-term,2030.0,2021.0,50.0,1 and 2,,,1.0,,,1.0,1.0,1.0,3.0,,,1.0,1138000000.0,2025,1720000000.0,2025,0.0,2026,0.0,2026,False
DECK,Deckers Brands,Consumer Discretionary,Footwear,0000910521,Deckers Brands,,,Consumer Discretionary,Footwear,California,11067498496.0,139978000.0,,,,,178.4824,2023,2314570000.0,2025,,,5472296000.0,2025,1262903000.0,2025,1338676000.0,2025,1097332000.0,2025,84623000.0,2025,68899000.0,2025,0.0,near-term,2030.0,2019.0,46.0,1 and 2,,,1.0,1.0,limited,,1.0,1.0,3.0,,,0.0,1075100000.0,2025,,,0.0,2026,0.0,2026,False
DELL,Dell Technologies,Information Technology,"Technology Hardware, Storage & Peripherals",0001571996,Dell Technologies,549300TJB5YBRUPOG437,,Information Technology,"Technology Hardware, Storage & Peripherals",Texas,360690188288.0,652000000.0,,,,,348.5027,2023,90831000000.0,2025,,,113538000000.0,2025,8149000000.0,2025,11178000000.0,2025,8552000000.0,2025,2633000000.0,2025,3142000000.0,2025,1.0,net-zero,2031.0,2020.0,50.0,1 and 2,,,,,,,1.0,1.0,3.0,6.0,8.0,1.0,6014000000.0,2025,1459000000.0,2025,0.0,2026,0.0,2026,False
DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,0000029534,Dollar General,OPX52SQVOZI8IVSWYU66,,Consumer Staples,Consumer Staples Merchandise Retail,Tennessee,27484438528.0,220222000.0,,,,,298.1312,2023,29624680000.0,2025,,,42724369000.0,2025,2203668000.0,2025,3249986000.0,2025,2393338000.0,2025,1241162000.0,2025,,,0.0,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,2748014000.0,2022,519510000.0,2025,27973.0,2026,549.0,2026,False
DGX,Quest Diagnostics,Health Care,Health Care Services,0001022079,Quest Diagnostics,8MCWUBXQ0WE04KMXBX50,,Health Care,Health Care Services,New Jersey,25939947520.0,113000000.0,,,,,212.4217,2023,7370000000.0,2025,,,11035000000.0,2025,1556000000.0,2025,2126000000.0,2025,1359000000.0,2025,527000000.0,2025,,,0.0,,,,,,,,,,,,1.0,0.0,3.0,10.0,11.0,1.0,450000000.0,2025,353000000.0,2025,18375.0,2026,9.0,2026,False
DHI,D. R. Horton,Consumer Discretionary,Homebuilding,0000882184,D. R. Horton,,,Consumer Discretionary,Homebuilding,Texas,38568009728.0,294475153.0,,,,,348.5027,2023,26134200000.0,2025,,,34250400000.0,2025,4739900000.0,2025,4841200000.0,2025,3283500000.0,2025,137400000.0,2025,,,0.0,,,,,,,,,1.0,limited,,1.0,1.0,3.0,6.0,8.0,0.0,4300000000.0,2025,494800000.0,2025,0.0,2026,0.0,2026,False
DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,0000313616,Danaher Corporation,,,Health Care,Life Sciences Tools & Services,D.C.,140695633920.0,706900000.0,,,,,178.7602,2023,10045000000.0,2025,,,24568000000.0,2025,4690000000.0,2025,6856000000.0,2025,5260000000.0,2025,1156000000.0,2025,1598000000.0,2025,1.0,near-term,2035.0,2021.0,54.6,1 and 2,,,,,,,1.0,1.0,3.0,,,1.0,3088000000.0,2025,878000000.0,2025,0.0,2026,0.0,2026,False
DIS,Walt Disney Company (The),Communication Services,Movies & Entertainment,0001744489,Walt Disney Company (The),549300GZKULIZ0WOW665,,Communication Services,Movies & Entertainment,California,183978491904.0,1900000000.0,108269.9,2023,1.0,2023,178.4824,2023,,,,,94425000000.0,2025,17551000000.0,2025,22877000000.0,2025,10077000000.0,2025,8024000000.0,2025,,,0.0,near-term,2030.0,2019.0,46.2,1 and 2,,,,,,,1.0,1.0,3.0,,,0.0,3500000000.0,2025,1803000000.0,2025,0.0,2026,0.0,2026,False
DLR,Digital Realty,Real Estate,Data Center REITs,0001297996,Digital Realty,,,Real Estate,Data Center REITs,Texas,71219822592.0,343557000.0,,,,,348.5027,2023,,,,,6112692000.0,2025,658492000.0,2025,2553128000.0,2025,,,,,,,0.0,near-term,2030.0,2023.0,42.0,1 and 2,,,,,,,1.0,0.0,3.0,9.0,10.0,1.0,,,1728466000.0,2025,3663.0,2026,3.0,2026,False
DLTR,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,0000935703,Dollar Tree,549300PMSTQITB1WHR43,,Consumer Staples,Consumer Staples Merchandise Retail,Virginia,22172272640.0,198505205.0,,,,,243.5116,2023,12345000000.0,2025,,,19411800000.0,2025,1653100000.0,2025,2301200000.0,2025,1056700000.0,2025,1134000000.0,2025,,,0.0,,,,,,,,,,,,1.0,1.0,3.0,,,1.0,1548000000.0,2025,,,6304.0,2026,9.0,2026,False
DOC,Healthpeak Properties,Real Estate,Health Care REITs,0000765880,Healthpeak Properties,254900M6MTMZM0I22L81,,Real Estate,Health Care REITs,Colorado,14391628800.0,695036731.0,,,,,492.1572,2023,1074861000.0,2024,,,2822512000.0,2025,,,,,357010000.0,2025,894949000.0,2025,,,0.0,near-term,2033.0,2018.0,38.0,1 and 2,,,,,,,1.0,1.0,3.0,,,0.0,97145000.0,2025,849095000.0,2025,2500.0,2026,1.0,2026,False
DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,0000029905,Dover Corporation,549300FMC2ALGA7N9E80,,Industrials,Industrial Machinery & Supplies & Components,Illinois,25461297152.0,137777000.0,,,,,213.9618,2023,4874402000.0,2025,,,8092571000.0,2025,1373361000.0,2025,1752938000.0,2025,1117742000.0,2025,220263000.0,2025,165342000.0,2025,0.0,near-term,2030.0,,15.0,3,,,,,,1.0,1.0,1.0,3.0,8.0,9.0,1.0,540700000.0,2025,283007000.0,2025,26120.0,2026,2.0,2026,False
DOW,Dow Inc.,Materials,Commodity Chemicals,0001751788,Dow Inc.,5493003S21INSLK2IP73,,Materials,Commodity Chemicals,Michigan,20969551872.0,711600000.0,11429962.2,2023,16.0,2023,359.7763,2023,37435000000.0,2025,,,39968000000.0,2025,-2511000000.0,2025,323000000.0,2025,-1447000000.0,2025,2479000000.0,2025,,,0.0,,,,,,,,,1.0,limited,1.0,1.0,1.0,3.0,11.0,12.0,1.0,0.0,2025,1490000000.0,2025,0.0,2026,0.0,2026,False
DPZ,Domino's,Consumer Discretionary,Restaurants,0001286681,Domino's,,,Consumer Discretionary,Restaurants,Michigan,10308269056.0,33627992.0,,,,,359.7763,2023,2966434000.0,2025,,,4939994000.0,2025,953974000.0,2025,1042801000.0,2025,671504000.0,2025,120558000.0,2025,,,0.0,,,,,,,,,,,,1.0,1.0,3.0,,,1.0,357697000.0,2025,236861000.0,2025,0.0,2026,0.0,2026,False
DRI,Darden Restaurants,Consumer Discretionary,Restaurants,0000940944,Darden Restaurants,CY1NFSCCB5GUXC7WZC70,,Consumer Discretionary,Restaurants,Florida,23831279616.0,114100000.0,,,,,356.816,2023,,,,,13210900000.0,2025,1582800000.0,2025,2143900000.0,2025,1119100000.0,2025,734000000.0,2025,,,0.0,,,,,,,,,,,,1.0,1.0,5.0,8.0,9.0,1.0,671700000.0,2025,693000000.0,2025,0.0,2026,0.0,2026,False
DTE,DTE Energy,Utilities,Multi-Utilities,0000936340,DTE Energy,549300IX8SD6XXD71I78,,Utilities,Multi-Utilities,Michigan,27588315136.0,207745154.0,23423239.4,2023,24.0,2023,359.7763,2023,,,,,15814000000.0,2025,2374000000.0,2025,4215000000.0,2025,,,,,,,0.0,,,,,,,,,,,,1.0,0.0,3.0,11.0,13.0,1.0,0.0,2024,871000000.0,2025,100000000.0,2026,4.0,2026,False
DUK,Duke Energy,Utilities,Electric Utilities,0001326160,Duke Energy,I1BZKREC126H0VB1BL91,,Utilities,Electric Utilities,North Carolina,93112033280.0,778000000.0,72776123.2,2023,49.0,2023,283.0228,2023,,,,,32237000000.0,2025,8626000000.0,2025,16330000000.0,2025,-1694000000.0,2025,14024000000.0,2025,,,0.0,,,,,,,,,,,,1.0,0.0,3.0,,,1.0,,,3179000000.0,2022,5405631.0,2026,41.0,2026,False
DVA,DaVita,Health Care,Health Care Services,0000927066,DaVita,M2XHYMU3TZNEZURC6H66,,Health Care,Health Care Services,Colorado,11582889984.0,68549000.0,,,,,492.1572,2023,,,,,13643069000.0,2025,2043615000.0,2025,2751867000.0,2025,1310636000.0,2025,575864000.0,2025,,,0.0,near-term,2030.0,2018.0,50.0,1 and 2,,,,,,,1.0,1.0,3.0,,,0.0,1308366000.0,2025,0.0,2025,0.0,2026,0.0,2026,False
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,0001090012,Devon Energy,54930042348RKR3ZPN35,,Energy,Oil & Gas Exploration & Production,Oklahoma,55253000192.0,633000000.0,36538.4,2023,6.0,2023,293.568,2023,,,,,17188000000.0,2025,3466000000.0,2025,7061000000.0,2025,3119000000.0,2025,3592000000.0,2025,,,0.0,,,,,,,,,1.0,reasonable,,1.0,1.0,3.0,,,1.0,1050000000.0,2025,937000000.0,2024,6300.0,2026,18.0,2026,False
DXCM,Dexcom,Health Care,Health Care Equipment,0001093557,Dexcom,549300YSK3QDSFR5EU59,,Health Care,Health Care Equipment,California,31332263936.0,384800000.0,,,,,178.4824,2023,1860100000.0,2025,,,4662000000.0,2025,911800000.0,2025,1163600000.0,2025,1077200000.0,2025,363500000.0,2025,599100000.0,2025,0.0,commitment,,,,,,,,,,,1.0,1.0,1.0,,,1.0,500000000.0,2025,,,0.0,2026,1.0,2026,False
EBAY,eBay Inc.,Consumer Discretionary,Broadline Retail,0001065088,eBay Inc.,OML71K8X303XQONU6T67,,Consumer Discretionary,Broadline Retail,California,47948750848.0,449000000.0,,,,,178.4824,2023,3169000000.0,2025,,,11100000000.0,2025,2277000000.0,2025,2698000000.0,2025,1434000000.0,2025,525000000.0,2025,1642000000.0,2025,1.0,near-term,2030.0,2019.0,90.0,1 and 2,,,,,,,1.0,1.0,3.0,11.0,12.0,1.0,2500000000.0,2025,531000000.0,2025,0.0,2026,0.0,2026,False
ECHO,EchoStar,Communication Services,Wireless Telecommunication Services,0001415404,EchoStar,549300EE20907QZ9GT38,,Communication Services,Wireless Telecommunication Services,Colorado,27056306176.0,287589000.0,,,,,492.1572,2023,,,,,15004989000.0,2025,-17723146000.0,2025,-16137597000.0,2025,-1065104000.0,2025,965730000.0,2025,68000000.0,2025,0.0,,,,,,,,,,,,0.0,1.0,,,,0.0,48512000.0,2025,,,0.0,2026,0.0,2026,False
ECL,Ecolab,Materials,Specialty Chemicals,0000031462,Ecolab,82DYEISM090VG8LTLS26,,Materials,Specialty Chemicals,Minnesota,77421150208.0,282000000.0,,,,,339.0806,2023,8930800000.0,2025,,,16081200000.0,2025,2737600000.0,2025,3452100000.0,2025,1904300000.0,2025,1048300000.0,2025,202000000.0,2025,1.0,near-term,2030.0,2018.0,50.4,1 and 2,,,1.0,,,,1.0,1.0,3.0,12.0,13.0,1.0,783800000.0,2025,753600000.0,2025,959538.0,2026,25.0,2026,False
ED,Consolidated Edison,Utilities,Multi-Utilities,0001047862,Consolidated Edison,54930033SBW53OO8T749,,Utilities,Multi-Utilities,New York,39371956224.0,361121447.0,2697757.7,2023,8.0,2023,210.982,2023,,,,,17049000000.0,2025,2935000000.0,2025,5256000000.0,2025,-530000000.0,2022,4465000000.0,2022,27000000.0,2022,0.0,,,,,,,,,,,,1.0,1.0,3.0,,,1.0,0.0,2025,1166000000.0,2025,104301.0,2026,6.0,2026,False
EFX,Equifax,Industrials,Research & Consulting Services,0000033185,Equifax,5493004MCF8JDC86VS77,,Industrials,Research & Consulting Services,Georgia,19854948352.0,120400000.0,,,,,323.7885,2023,,,,,6074500000.0,2025,1095200000.0,2025,1822100000.0,2025,1134300000.0,2025,481400000.0,2025,,,0.0,near-term,2032.0,2019.0,54.6,1 and 2,,,,,,,1.0,1.0,3.0,9.0,10.0,0.0,927500000.0,2025,232800000.0,2025,0.0,2026,0.0,2026,False
EG,Everest Group,Financials,Reinsurance,0001095073,Everest Group,549300N24XF2VV0B3570,,Financials,Reinsurance,Bermuda,14252378112.0,74400000.0,,,,,,,,,,,17496000000.0,2025,1887000000.0,2025,,,,,,,,,0.0,,,,,,,,,,,,1.0,1.0,1.0,,,0.0,797000000.0,2025,335000000.0,2025,0.0,2026,0.0,2026,False
EIX,Edison International,Utilities,Electric Utilities,0000827052,Edison International,549300I7ROF15MAEVP56,,Utilities,Electric Utilities,California,21549582336.0,384787056.0,1102588.9,2023,3.0,2023,178.4824,2023,,,,,19317000000.0,2025,7093000000.0,2025,10330000000.0,2025,-715000000.0,2025,6515000000.0,2025,,,0.0,,,,,,,,,,,,1.0,0.0,3.0,,,0.0,32000000.0,2025,1274000000.0,2025,0.0,2026,0.0,2026,False
EL,Estée Lauder Companies (The),Consumer Staples,Personal Care Products,0001001250,Estée Lauder Companies (The),,,Consumer Staples,Personal Care Products,New York,35137875968.0,360100000.0,,,,,210.982,2023,3729000000.0,2025,,,14326000000.0,2025,-785000000.0,2025,44000000.0,2025,670000000.0,2025,602000000.0,2025,,,0.0,near-term,2030.0,2018.0,50.4,1 and 2,,,,,,,1.0,1.0,3.0,,,1.0,35000000.0,2025,618000000.0,2025,0.0,2026,0.0,2026,False
ELV,Elevance Health,Health Care,Managed Health Care,0001156039,Elevance Health,8MYN82XMYQH89CTMTH67,,Health Care,Managed Health Care,Indiana,90807508992.0,220723898.0,,,,,660.9703,2023,21178000000.0,2025,,,199125000000.0,2025,7199000000.0,2025,8745000000.0,2025,3174000000.0,2025,1116000000.0,2025,,,0.0,near-term,2030.0,2019.0,46.2,1,,,,,,,1.0,1.0,3.0,11.0,12.0,0.0,2605000000.0,2025,1529000000.0,2025,0.0,2026,0.0,2026,False
EME,Emcor,Industrials,Construction & Engineering,0000105634,Emcor,529900X0SQJB2J7YDU43,,Industrials,Construction & Engineering,Connecticut,34434834432.0,44520367.0,,,,,244.1532,2023,13703434000.0,2025,,,16986422000.0,2025,1713418000.0,2025,1765240000.0,2025,1189313000.0,2025,112750000.0,2025,,,0.0,commitment,,,,,,,1.0,,,,1.0,0.0,,9.0,10.0,1.0,586258000.0,2025,45023000.0,2025,0.0,2026,2.0,2026,False
EMR,Emerson Electric,Industrials,Electrical Components & Equipment,0000032604,Emerson Electric,FGLT0EWZSUIRRITFOA30,,Industrials,Electrical Components & Equipment,Missouri,84891582464.0,562800000.0,,,,,655.0494,2023,8497000000.0,2025,,,18016000000.0,2025,2934000000.0,2025,4452000000.0,2025,2667000000.0,2025,431000000.0,2025,771000000.0,2025,1.0,net-zero,2030.0,2021.0,25.0,3,,,,,,,1.0,0.0,3.0,,,1.0,1167000000.0,2025,1192000000.0,2025,0.0,2026,3.0,2026,False
EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,0000821189,EOG Resources,XWTZDRYZPBUHIQBKDB46,,Energy,Oil & Gas Exploration & Production,Texas,77294624768.0,546000000.0,318787.6,2023,7.0,2023,348.5027,2023,,,,,22632000000.0,2025,6385000000.0,2025,10846000000.0,2025,,,,,,,0.0,,,,,,,,,,,,1.0,0.0,3.0,,,1.0,2564000000.0,2025,,,8683500.0,2026,43.0,2026,False
EQIX,Equinix,Real Estate,Data Center REITs,0001101239,Equinix,,,Real Estate,Data Center REITs,California,102393577472.0,98226000.0,,,,,178.4824,2023,4508000000.0,2025,,,9217000000.0,2025,1848000000.0,2025,3898000000.0,2025,-400000000.0,2025,4311000000.0,2025,,,1.0,near-term,2030.0,2019.0,50.0,1 and 2,,,,,,,1.0,1.0,1.0,,,1.0,,,1856000000.0,2025,91229.0,2026,7.0,2026,False
EQT,EQT Corporation,Energy,Oil & Gas Exploration & Production,0000033213,EQT Corporation,4NT01YGM4X7ZX86ISY52,,Energy,Oil & Gas Exploration & Production,Pennsylvania,33821650944.0,615717000.0,162027.8,2017,5.0,2017,292.9175,2023,1532090000.0,2025,,,8644211000.0,2025,3249619000.0,2025,5850009000.0,2025,2837527000.0,2025,2288425000.0,2025,,,0.0,,,,,,,,,,,1.0,1.0,1.0,3.0,,,0.0,0.0,2025,389633000.0,2025,0.0,2026,0.0,2026,False
ERIE,Erie Indemnity,Financials,Insurance Brokers,0000922621,Erie Indemnity,549300WA5KP94KRUFZ80,,Financials,Insurance Brokers,Pennsylvania,12812585984.0,46189068.0,,,,,292.9175,2023,,,,,4067258000.0,2025,717184000.0,2025,786634000.0,2025,570965000.0,2025,115692000.0,2025,,,0.0,,,,,,,,,,,,,,,,,,,,254275000.0,2025,0.0,2026,0.0,2026,False
ES,Eversource Energy,Utilities,Electric Utilities,0000072741,Eversource Energy,SJ7XXD41SQU3ZNWUJ746,,Utilities,Electric Utilities,Connecticut,25809752064.0,375416880.0,206262.3,2023,3.0,2023,244.1532,2023,,,,,13547244000.0,2025,2988589000.0,2025,5393089000.0,2025,-45097000.0,2025,4158669000.0,2025,,,0.0,commitment,,,,,,,1.0,,,1.0,1.0,0.0,3.0,,,0.0,,,1093074000.0,2025,0.0,2026,3.0,2026,False
ESS,Essex Property Trust,Real Estate,Multi-Family Residential REITs,0000920522,Essex Property Trust,549300TR2H2VEFX0NC60,,Real Estate,Multi-Family Residential REITs,California,18812475392.0,64442290.0,,,,,178.4824,2023,,,,,1887345000.0,2025,899316000.0,2025,1506858000.0,2025,,,,,,,0.0,near-term,2034.0,,,,,,,1.0,limited,,1.0,1.0,3.0,8.0,9.0,1.0,0.0,2025,,,0.0,2026,0.0,2026,False
ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,0001551182,Eaton Corporation,,,Industrials,Electrical Components & Equipment,Ireland,165213700096.0,387900000.0,,,,,,,17131000000.0,2025,,,27448000000.0,2025,4932000000.0,2025,5938000000.0,2025,3553000000.0,2025,919000000.0,2025,797000000.0,2025,0.0,near-term,2030.0,,,,,,,,,,1.0,1.0,3.0,,,0.0,1862000000.0,2025,1626000000.0,2025,23200.0,2026,9.0,2026,False
ETR,Entergy,Utilities,Electric Utilities,0000065984,Entergy,4XM3TW50JULSLG8BNC79,,Utilities,Electric Utilities,Louisiana,50324303872.0,450151884.0,38142109.1,2023,30.0,2023,345.367,2023,,,,,12946686000.0,2025,3202278000.0,2025,5507846000.0,2025,-2534271000.0,2025,7684922000.0,2025,,,0.0,,,,,,,,,,,,1.0,0.0,1.0,,,1.0,,,1074151000.0,2025,79237.0,2026,26.0,2026,False
EVRG,Evergy,Utilities,Electric Utilities,0001711269,Evergy,549300PGTHDQY6PSUI61,,Utilities,Electric Utilities,Missouri,18818893824.0,233600000.0,23109085.7,2023,14.0,2023,655.0494,2023,,,,,5961600000.0,2025,1532900000.0,2025,2695800000.0,2025,-751700000.0,2025,2796900000.0,2025,,,0.0,,,,,,,,,,,,1.0,1.0,3.0,,,1.0,0.0,2021,613100000.0,2025,123750.0,2026,6.0,2026,False
EW,Edwards Lifesciences,Health Care,Health Care Equipment,0001099800,Edwards Lifesciences,,,Health Care,Health Care Equipment,California,48630870016.0,580700000.0,,,,,178.4824,2023,1334200000.0,2025,,,6067600000.0,2025,1264200000.0,2025,1420800000.0,2025,1335000000.0,2025,260200000.0,2025,1079200000.0,2025,0.0,near-term,2030.0,2021.0,42.0,1 and 2,,,,,,,1.0,1.0,3.0,,,1.0,893400000.0,2025,,,500000.0,2026,2.0,2026,False
EXC,Exelon,Utilities,Electric Utilities,0001109357,Exelon,3SOUA6IRML7435B56G12,,Utilities,Electric Utilities,Illinois,44465762304.0,1023000000.0,301249.6,2023,4.0,2023,213.9618,2023,,,,,24258000000.0,2025,5148000000.0,2025,8791000000.0,2025,-2275000000.0,2025,8529000000.0,2025,,,0.0,,,,,,,,,,,,1.0,1.0,3.0,,,0.0,,,1617000000.0,2025,7934.0,2026,12.0,2026,False
EXE,Expand Energy,Energy,Oil & Gas Exploration & Production,0000895126,Expand Energy,X2MT1W32SPAZ9WSKLE78,,Energy,Oil & Gas Exploration & Production,Oklahoma,21953505280.0,240370000.0,,,,,293.568,2023,,,,,12124000000.0,2025,2471000000.0,2025,5451000000.0,2025,1839000000.0,2025,2736000000.0,2025,,,0.0,,,,,,,,,1.0,limited,,1.0,1.0,,,,1.0,100000000.0,2025,765000000.0,2025,0.0,2026,0.0,2026,False
EXPD,Expeditors International,Industrials,Air Freight & Logistics,0000746515,Expeditors International,,,Industrials,Air Freight & Logistics,Washington,25036195840.0,133884000.0,,,,,120.2561,2023,,,,,11069009000.0,2025,1052546000.0,2025,1109315000.0,2025,953400000.0,2025,53101000.0,2025,,,0.0,,,,,,,,,,,1.0,1.0,1.0,3.0,,,0.0,667306000.0,2025,207437000.0,2025,0.0,2026,0.0,2026,False
EXPE,Expedia Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0001324424,Expedia Group,2549009GW3Z3DQCB8H87,,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Washington,33705799680.0,116975000.0,,,,,120.2561,2023,,,,,14733000000.0,2025,1871000000.0,2025,2758000000.0,2025,3110000000.0,2025,770000000.0,2025,,,0.0,near-term,2030.0,2022.0,75.0,1 and 2,,,,,,,1.0,1.0,3.0,,,0.0,1930000000.0,2025,200000000.0,2025,0.0,2026,0.0,2026,False
EXR,Extra Space Storage,Real Estate,Self-Storage REITs,0001289490,Extra Space Storage,,,Real Estate,Self-Storage REITs,Utah,30377498624.0,211155322.0,,,,,640.9348,2023,918148000.0,2025,,,3377542000.0,2025,1412691000.0,2025,2127868000.0,2025,1288470000.0,2025,561723000.0,2025,,,0.0,,,,,,,,,,,,0.0,1.0,3.0,9.0,10.0,1.0,149548000.0,2025,1374298000.0,2025,0.0,2026,4.0,2026,False
F,Ford Motor Company,Consumer Discretionary,Automobile Manufacturers,0000037996,Ford Motor Company,20S05OYHG0MQM4VUIC57,,Consumer Discretionary,Automobile Manufacturers,Michigan,55706714112.0,3979000000.0,497625.1,2023,10.0,2023,359.7763,2023,174466000000.0,2025,,,187267000000.0,2025,-9169000000.0,2025,6805000000.0,2025,12467000000.0,2025,8815000000.0,2025,9400000000.0,2025,0.0,near-term,2035.0,,,,,,,,,,1.0,1.0,3.0,,,1.0,0.0,2025,2989000000.0,2025,75981.0,2026,17.0,2026,False
FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,0001539838,Diamondback Energy,549300R22LSX6OHWEN64,,Energy,Oil & Gas Exploration & Production,Texas,57395654656.0,284594908.0,,,,,348.5027,2023,,,,,15026000000.0,2025,1266000000.0,2025,6304000000.0,2025,,,,,,,0.0,,,,,,,,,1.0,limited,1.0,1.0,1.0,3.0,,,1.0,959000000.0,2024,1156000000.0,2025,0.0,2026,0.0,2026,False
FAST,Fastenal,Industrials,Trading Companies & Distributors,0000815556,Fastenal,529900PP0C7H2HHPSJ32,,Industrials,Trading Companies & Distributors,Minnesota,56594579456.0,1148057473.0,,,,,339.0806,2023,4509300000.0,2025,,,8200500000.0,2025,1655700000.0,2025,1834900000.0,2025,1050600000.0,2025,245300000.0,2025,,,0.0,,,,,,,,,,,,1.0,0.0,,9.0,11.0,1.0,0.0,2024,1004200000.0,2025,0.0,2026,2.0,2026,False
FCX,Freeport-McMoRan,Materials,Copper,0000831259,Freeport-McMoRan,549300IRDTHJQ1PVET45,,Materials,Copper,Arizona,102057762816.0,1443000000.0,468238.0,2023,5.0,2023,311.4764,2023,18618000000.0,2025,,,25915000000.0,2025,6518000000.0,2025,8762000000.0,2025,1116000000.0,2025,4494000000.0,2025,,,0.0,commitment,,,,,,,,,,,1.0,1.0,3.0,10.0,12.0,1.0,107000000.0,2025,865000000.0,2025,0.0,2026,4.0,2026,False
FDS,FactSet,Financials,Financial Exchanges & Data,0001013237,FactSet,,,Financials,Financial Exchanges & Data,Connecticut,9236726784.0,37645870.0,,,,,244.1532,2023,1097782000.0,2025,,,2321748000.0,2025,748303000.0,2025,905994000.0,2025,617454000.0,2025,108806000.0,2025,300700000.0,2025,0.0,,,,,,,,,,,,1.0,1.0,5.0,,,1.0,300457000.0,2025,159973000.0,2025,0.0,2026,1.0,2026,False
FDX,FedEx,Industrials,Air Freight & Logistics,0001048911,FedEx,549300E707U7WNPZN687,,Industrials,Air Freight & Logistics,Tennessee,73838804992.0,239000000.0,,,,,298.1312,2023,,,4052000000.0,2025,94720000000.0,2025,5463000000.0,2025,9832000000.0,2025,5116000000.0,2025,3809000000.0,2025,,,0.0,near-term,2035.0,2024.0,58.8,1 and 2,,,,1.0,limited,1.0,1.0,1.0,,,,1.0,796000000.0,2025,1374000000.0,2025,1388002.0,2026,116.0,2026,False
FDXF,FedEx Freight,Industrials,Cargo Ground Transportation,0002082247,FedEx Freight,984500Y1DA5A58ICE336,,Industrials,Cargo Ground Transportation,Tennessee,19184670720.0,149505248.0,,,,,298.1312,2023,,,486000000.0,2025,8795000000.0,2025,540000000.0,2025,1052000000.0,2025,-212000000.0,2025,379000000.0,2025,,,0.0,,,,,,,,,,,,,,,,,,,,48000000.0,2025,860400.0,2026,50.0,2026,False
FE,FirstEnergy,Utilities,Electric Utilities,0001031296,FirstEnergy,549300SVYJS666PQJH88,,Utilities,Electric Utilities,Ohio,26692661248.0,577851052.0,15338451.1,2023,3.0,2023,482.5511,2023,,,652000000.0,2025,15090000000.0,2025,2206000000.0,2025,3523000000.0,2025,-1005000000.0,2025,4705000000.0,2025,,,0.0,,,,,,,,,,,,1.0,0.0,3.0,,,1.0,,,1016000000.0,2025,0.0,2026,6.0,2026,False
FERG,Ferguson Enterprises,Industrials,Trading Companies & Distributors,0002011641,Ferguson Enterprises,,,Industrials,Trading Companies & Distributors,Virginia,43050967040.0,199200000.0,,,,,243.5116,2023,21327000000.0,2025,,,30762000000.0,2025,2606000000.0,2025,2979000000.0,2025,1603000000.0,2025,305000000.0,2025,,,0.0,,,,,,,,,,,,1.0,1.0,3.0,,,1.0,948000000.0,2025,489000000.0,2025,13892.0,2026,6.0,2026,False
