ticker,company,sector,sub_industry,cik,legal_name,lei,ultimate_parent_lei,gics_sector,gics_sub_industry,hq_state,market_cap_usd,shares_outstanding,scope1_tco2e,ghg_facility_count,grid_intensity_kgco2e_per_mwh,cogs_usd,energy_cost_usd,revenue_usd,ebit_usd,ebitda_usd,free_cash_flow_usd,capex_usd,rnd_expense_usd,sbti_target_validated,sbti_target_type,target_year,target_baseline_year,target_reduction_pct,target_scope_coverage,risk_hitword_density,has_climate_oversight_committee,has_third_party_assurance,assurance_level,emissions_boundary_stated,has_clawback_policy,has_psu_plan,performance_period_years,independent_director_count,board_size,lead_independent_director,buybacks_usd,dividends_paid_usd,penalty_total_usd,penalty_count
DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
DGX,Quest Diagnostics,Health Care,Health Care Services,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,structural,quote_verified,quote_verified,quote_verified,quote_verified,structural,structural,imputed,imputed
DHI,D. R. Horton,Consumer Discretionary,Homebuilding,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,quote_verified,quote_verified,not_disclosed,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,structural,structural,structural,imputed,imputed
DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,structural,quote_verified,quote_verified,quote_verified,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
DIS,Walt Disney Company (The),Communication Services,Movies & Entertainment,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,quote_verified,quote_verified,quote_verified,quote_verified,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,structural,structural,structural,imputed,imputed
DLR,Digital Realty,Real Estate,Data Center REITs,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,quote_verified,quote_verified,quote_verified,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,structural,quote_verified,quote_verified,quote_verified,quote_verified,not_disclosed,structural,imputed,imputed
DLTR,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,not_disclosed,imputed,imputed
DOC,Healthpeak Properties,Real Estate,Health Care REITs,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,quote_verified,quote_verified,quote_verified,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,structural,structural,structural,imputed,imputed
DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,quote_verified,quote_verified,missing,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,structural,structural,imputed,imputed
DOW,Dow Inc.,Materials,Commodity Chemicals,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,structural,structural,imputed,imputed
DPZ,Domino's,Consumer Discretionary,Restaurants,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
DRI,Darden Restaurants,Consumer Discretionary,Restaurants,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,structural,structural,imputed,imputed
DTE,DTE Energy,Utilities,Multi-Utilities,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,structural,quote_verified,quote_verified,quote_verified,quote_verified,structural,structural,imputed,imputed
DUK,Duke Energy,Utilities,Electric Utilities,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,structural,quote_verified,not_disclosed,not_disclosed,quote_verified,not_disclosed,structural,imputed,imputed
DVA,DaVita,Health Care,Health Care Services,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,quote_verified,quote_verified,quote_verified,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,structural,structural,structural,imputed,imputed
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,quote_verified,quote_verified,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
DXCM,Dexcom,Health Care,Health Care Equipment,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,not_disclosed,imputed,imputed
EBAY,eBay Inc.,Consumer Discretionary,Broadline Retail,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,structural,quote_verified,quote_verified,quote_verified,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,structural,structural,imputed,imputed
ECHO,EchoStar,Communication Services,Wireless Telecommunication Services,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,quote_verified,not_disclosed,not_disclosed,not_disclosed,structural,structural,not_disclosed,imputed,imputed
ECL,Ecolab,Materials,Specialty Chemicals,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,structural,quote_verified,quote_verified,quote_verified,missing,quote_verified,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,structural,structural,imputed,imputed
ED,Consolidated Edison,Utilities,Multi-Utilities,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
EFX,Equifax,Industrials,Research & Consulting Services,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,quote_verified,quote_verified,quote_verified,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,structural,structural,structural,imputed,imputed
EG,Everest Group,Financials,Reinsurance,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,structural,structural,structural,imputed,imputed
EIX,Edison International,Utilities,Electric Utilities,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,structural,quote_verified,not_disclosed,not_disclosed,structural,structural,structural,imputed,imputed
EL,Estée Lauder Companies (The),Consumer Staples,Personal Care Products,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,quote_verified,quote_verified,quote_verified,quote_verified,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
ELV,Elevance Health,Health Care,Managed Health Care,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,quote_verified,quote_verified,quote_verified,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,structural,structural,structural,imputed,imputed
EME,Emcor,Industrials,Construction & Engineering,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,quote_verified,not_disclosed,not_disclosed,not_disclosed,quote_verified,structural,not_disclosed,quote_verified,quote_verified,quote_verified,structural,structural,imputed,imputed
EMR,Emerson Electric,Industrials,Electrical Components & Equipment,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,quote_verified,quote_verified,quote_verified,quote_verified,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,structural,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,structural,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,not_disclosed,imputed,imputed
EQIX,Equinix,Real Estate,Data Center REITs,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,quote_verified,quote_verified,quote_verified,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,not_disclosed,structural,imputed,imputed
EQT,EQT Corporation,Energy,Oil & Gas Exploration & Production,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,structural,structural,structural,imputed,imputed
ERIE,Erie Indemnity,Financials,Insurance Brokers,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,imputed,imputed
ES,Eversource Energy,Utilities,Electric Utilities,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,quote_verified,not_disclosed,not_disclosed,quote_verified,quote_verified,structural,quote_verified,not_disclosed,not_disclosed,structural,not_disclosed,structural,imputed,imputed
ESS,Essex Property Trust,Real Estate,Multi-Family Residential REITs,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,quote_verified,quote_verified,not_disclosed,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,structural,not_disclosed,imputed,imputed
ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
ETR,Entergy,Utilities,Electric Utilities,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,structural,quote_verified,not_disclosed,not_disclosed,quote_verified,not_disclosed,structural,imputed,imputed
EVRG,Evergy,Utilities,Electric Utilities,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
EW,Edwards Lifesciences,Health Care,Health Care Equipment,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,structural,quote_verified,quote_verified,quote_verified,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,not_disclosed,imputed,imputed
EXC,Exelon,Utilities,Electric Utilities,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,not_disclosed,structural,imputed,imputed
EXE,Expand Energy,Energy,Oil & Gas Exploration & Production,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,quote_verified,quote_verified,not_disclosed,quote_verified,quote_verified,not_disclosed,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
EXPD,Expeditors International,Industrials,Air Freight & Logistics,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,structural,structural,structural,imputed,imputed
EXPE,Expedia Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,quote_verified,quote_verified,quote_verified,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
EXR,Extra Space Storage,Real Estate,Self-Storage REITs,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,structural,structural,imputed,imputed
F,Ford Motor Company,Consumer Discretionary,Automobile Manufacturers,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
FAST,Fastenal,Industrials,Trading Companies & Distributors,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,structural,not_disclosed,quote_verified,quote_verified,quote_verified,structural,structural,imputed,imputed
FCX,Freeport-McMoRan,Materials,Copper,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,structural,structural,imputed,imputed
FDS,FactSet,Financials,Financial Exchanges & Data,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
FDX,FedEx,Industrials,Air Freight & Logistics,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,structural,not_disclosed,structural,structural,quote_verified,quote_verified,quote_verified,quote_verified,missing,not_disclosed,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
FDXF,FedEx Freight,Industrials,Cargo Ground Transportation,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,structural,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,structural,imputed,imputed
FE,FirstEnergy,Utilities,Electric Utilities,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,structural,quote_verified,not_disclosed,not_disclosed,quote_verified,not_disclosed,structural,imputed,imputed
FERG,Ferguson Enterprises,Industrials,Trading Companies & Distributors,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
FFIV,"F5, Inc.",Information Technology,Communications Equipment,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,structural,quote_verified,quote_verified,quote_verified,quote_verified,missing,not_disclosed,quote_verified,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,not_disclosed,imputed,imputed
FICO,Fair Isaac,Information Technology,Application Software,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,structural,structural,not_disclosed,imputed,imputed
FIS,Fidelity National Information Services,Financials,Transaction & Payment Processing Services,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,quote_verified,quote_verified,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,structural,structural,structural,imputed,imputed
FISV,Fiserv,Financials,Transaction & Payment Processing Services,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,not_disclosed,not_disclosed,imputed,imputed
FITB,Fifth Third Bancorp,Financials,Regional Banks,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,structural,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
FIX,Comfort Systems USA,Industrials,Construction & Engineering,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,structural,structural,structural,imputed,imputed
FLEX,Flex Ltd.,Information Technology,Electronic Manufacturing Services,structural,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,structural,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,structural,structural,not_disclosed,not_disclosed,not_disclosed,missing,quote_verified,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,quote_verified,structural,not_disclosed,imputed,imputed
FOX,Fox Corporation (Class B),Communication Services,Broadcasting,structural,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,not_disclosed,structural,not_disclosed,not_disclosed,structural,structural,structural,structural,structural,not_disclosed,structural,not_disclosed,not_disclosed,not_disclosed,not_disclosed,not_disclosed,missing,not_disclosed,not_disclosed,not_disclosed,not_disclosed,quote_verified,quote_verified,quote_verified,not_disclosed,not_disclosed,quote_verified,structural,structural,imputed,imputed
