ticker,company,sector,sub_industry,cik,legal_name,gics_sector,gics_sub_industry,hq_state,market_cap_usd,shares_outstanding,esg_risk_score_external,esg_controversy_level_external
EXPE,Expedia Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0001324424,Expedia Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Washington,33705799680.0,116975000.0,27.6,Medium
EXR,Extra Space Storage,Real Estate,Self-Storage REITs,0001289490,Extra Space Storage,Real Estate,Self-Storage REITs,Utah,30377498624.0,211155322.0,15.2,Low
F,Ford Motor Company,Consumer Discretionary,Automobile Manufacturers,0000037996,Ford Motor Company,Consumer Discretionary,Automobile Manufacturers,Michigan,55706714112.0,3979000000.0,22.4,Medium
FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,0001539838,Diamondback Energy,Energy,Oil & Gas Exploration & Production,Texas,57395654656.0,284594908.0,,
FAST,Fastenal,Industrials,Trading Companies & Distributors,0000815556,Fastenal,Industrials,Trading Companies & Distributors,Minnesota,56594579456.0,1148057473.0,24.7,Medium
FCX,Freeport-McMoRan,Materials,Copper,0000831259,Freeport-McMoRan,Materials,Copper,Arizona,102057762816.0,1443000000.0,31.6,High
FDS,FactSet,Financials,Financial Exchanges & Data,0001013237,FactSet,Financials,Financial Exchanges & Data,Connecticut,9236726784.0,37645870.0,18.4,Low
FDX,FedEx,Industrials,Air Freight & Logistics,0001048911,FedEx,Industrials,Air Freight & Logistics,Tennessee,73838804992.0,239000000.0,19.7,Low
FDXF,FedEx Freight,Industrials,Cargo Ground Transportation,0002082247,FedEx Freight,Industrials,Cargo Ground Transportation,Tennessee,19184670720.0,149505248.0,,
FE,FirstEnergy,Utilities,Electric Utilities,0001031296,FirstEnergy,Utilities,Electric Utilities,Ohio,26692661248.0,577851052.0,25.6,Medium
FERG,Ferguson Enterprises,Industrials,Trading Companies & Distributors,0002011641,Ferguson Enterprises,Industrials,Trading Companies & Distributors,Virginia,43050967040.0,199200000.0,,
FFIV,"F5, Inc.",Information Technology,Communications Equipment,0001048695,"F5, Inc.",Information Technology,Communications Equipment,Washington,23313977344.0,57684000.0,17.1,Low
FICO,Fair Isaac,Information Technology,Application Software,0000814547,Fair Isaac,Information Technology,Application Software,Montana,21282095104.0,23764000.0,,
FIS,Fidelity National Information Services,Financials,Transaction & Payment Processing Services,0001136893,Fidelity National Information Services,Financials,Transaction & Payment Processing Services,Florida,19669022720.0,525000000.0,17.5,Low
FISV,Fiserv,Financials,Transaction & Payment Processing Services,0000798354,Fiserv,Financials,Transaction & Payment Processing Services,Wisconsin,27428528128.0,549000000.0,19.6,Low
FITB,Fifth Third Bancorp,Financials,Regional Banks,0000035527,Fifth Third Bancorp,Financials,Regional Banks,Ohio,49625161728.0,661197787.0,16.8,Low
FIX,Comfort Systems USA,Industrials,Construction & Engineering,0001035983,Comfort Systems USA,Industrials,Construction & Engineering,Texas,59507273728.0,35177000.0,,
FLEX,Flex Ltd.,Information Technology,Electronic Manufacturing Services,0000866374,Flex Ltd.,Information Technology,Electronic Manufacturing Services,Texas,42769477632.0,365690291.0,,
FOX,Fox Corporation (Class B),Communication Services,Broadcasting,0001754301,Fox Corporation (Class B),Communication Services,Broadcasting,New York,24574570496.0,439000000.0,,
FRT,Federal Realty Investment Trust,Real Estate,Retail REITs,0000034903,Federal Realty Investment Trust,Real Estate,Retail REITs,Maryland,9997160448.0,86266009.0,12.4,Low
FSLR,First Solar,Information Technology,Semiconductors,0001274494,First Solar,Information Technology,Semiconductors,Arizona,22464409600.0,107309794.0,,
FTNT,Fortinet,Information Technology,Systems Software,0001262039,Fortinet,Information Technology,Systems Software,California,114510700544.0,743000000.0,18.9,Low
FTV,Fortive,Industrials,Industrial Machinery & Supplies & Components,0001659166,Fortive,Industrials,Industrial Machinery & Supplies & Components,Washington,16517312512.0,313400000.0,34.8,High
GD,General Dynamics,Industrials,Aerospace & Defense,0000040533,General Dynamics,Industrials,Aerospace & Defense,Virginia,96291299328.0,270389759.0,35.2,High
GDDY,GoDaddy,Information Technology,Internet Services & Infrastructure,0001609711,GoDaddy,Information Technology,Internet Services & Infrastructure,Arizona,12420340736.0,134737000.0,,
GE,GE Aerospace,Industrials,Aerospace & Defense,0000040545,GE Aerospace,Industrials,Aerospace & Defense,Ohio,335817474048.0,1048766702.0,40.5,Severe
GEHC,GE HealthCare,Health Care,Health Care Equipment,0001932393,GE HealthCare,Health Care,Health Care Equipment,Illinois,28876302336.0,458000000.0,,
GEN,Gen Digital,Information Technology,Systems Software,0000849399,Gen Digital,Information Technology,Systems Software,Arizona,18113243136.0,598000000.0,16.9,Low
GEV,GE Vernova,Industrials,Heavy Electrical Equipment,0001996810,GE Vernova,Industrials,Heavy Electrical Equipment,Massachusetts,254953160704.0,269529464.0,,
GILD,Gilead Sciences,Health Care,Biotechnology,0000882095,Gilead Sciences,Health Care,Biotechnology,California,178206359552.0,1241000000.0,23.0,Medium
GIS,General Mills,Consumer Staples,Packaged Foods & Meats,0000040704,General Mills,Consumer Staples,Packaged Foods & Meats,Minnesota,19166466048.0,537700000.0,21.1,Medium
GL,Globe Life,Financials,Life & Health Insurance,0000320335,Globe Life,Financials,Life & Health Insurance,Texas,13154320384.0,92218183.0,20.4,Medium
GLW,Corning Inc.,Information Technology,Electronic Components,0000024741,Corning Inc.,Information Technology,Electronic Components,New York,143335014400.0,871000000.0,16.5,Low
GM,General Motors,Consumer Discretionary,Automobile Manufacturers,0001467858,General Motors,Consumer Discretionary,Automobile Manufacturers,Michigan,77439139840.0,904000000.0,28.5,Medium
GNRC,Generac,Industrials,Heavy Electrical Equipment,0001474735,Generac,Industrials,Heavy Electrical Equipment,Wisconsin,11033600000.0,59275781.0,,
GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,0001652044,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,California,4139833098240.0,12088000000.0,24.2,Medium
GPC,Genuine Parts Company,Consumer Discretionary,Distributors,0000040987,Genuine Parts Company,Consumer Discretionary,Distributors,Georgia,18429091840.0,137617832.0,13.7,Low
GPN,Global Payments,Financials,Transaction & Payment Processing Services,0001123360,Global Payments,Financials,Transaction & Payment Processing Services,Georgia,23363158016.0,236692592.0,20.9,Medium
GRMN,Garmin,Consumer Discretionary,Consumer Electronics,0001121788,Garmin,Consumer Discretionary,Consumer Electronics,Switzerland,54513631232.0,192620000.0,20.7,Medium
GS,Goldman Sachs,Financials,Investment Banking & Brokerage,0000886982,Goldman Sachs,Financials,Investment Banking & Brokerage,New York,299667783680.0,296476742.0,25.5,Medium
GWW,W. W. Grainger,Industrials,Industrial Machinery & Supplies & Components,0000277135,W. W. Grainger,Industrials,Industrial Machinery & Supplies & Components,Illinois,60289208320.0,48000000.0,16.0,Low
HAL,Halliburton,Energy,Oil & Gas Equipment & Services,0000045012,Halliburton,Energy,Oil & Gas Equipment & Services,Texas,29859393536.0,835000000.0,25.6,Medium
HAS,Hasbro,Consumer Discretionary,Leisure Products,0000046080,Hasbro,Consumer Discretionary,Leisure Products,Rhode Island,12911210496.0,140200000.0,7.1,Negligible
HBAN,Huntington Bancshares,Financials,Regional Banks,0000049196,Huntington Bancshares,Financials,Regional Banks,Michigan,34064195584.0,1567732506.0,21.8,Medium
HCA,HCA Healthcare,Health Care,Health Care Facilities,0000860730,HCA Healthcare,Health Care,Health Care Facilities,Tennessee,92433154048.0,224605100.0,28.8,Medium
HD,Home Depot (The),Consumer Discretionary,Home Improvement Retail,0000354950,Home Depot (The),Consumer Discretionary,Home Improvement Retail,Georgia,308026671104.0,996000000.0,12.6,Low
HIG,Hartford (The),Financials,Property & Casualty Insurance,0000874766,Hartford (The),Financials,Property & Casualty Insurance,Connecticut,36936105984.0,286500000.0,16.6,Low
HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,0001501585,Huntington Ingalls Industries,Industrials,Aerospace & Defense,Virginia,11021072384.0,39241527.0,,
HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0001585689,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Virginia,68912627712.0,230433192.0,17.6,Low
HON,Honeywell Technologies,Industrials,Industrial Conglomerates,0000773840,Honeywell Technologies,Industrials,Industrial Conglomerates,North Carolina,64135979008.0,635300000.0,28.6,Medium
HONA,Honeywell Aerospace,Industrials,Aerospace & Defense,0002089271,Honeywell Aerospace,Industrials,Aerospace & Defense,Arizona,50160939008.0,316952725.0,,
HOOD,Robinhood Markets,Financials,Investment Banking & Brokerage,0001783879,Robinhood Markets,Financials,Investment Banking & Brokerage,California,101209694208.0,918781846.0,,
HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",0001645590,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",Texas,82422292480.0,1318292428.0,10.7,Low
HPQ,HP Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",0000047217,HP Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",California,31995543552.0,921000000.0,11.3,Low
HRL,Hormel Foods,Consumer Staples,Packaged Foods & Meats,0000048465,Hormel Foods,Consumer Staples,Packaged Foods & Meats,Minnesota,11320715264.0,550496000.0,30.0,Medium
HSIC,Henry Schein,Health Care,Health Care Distributors,0001000228,Henry Schein,Health Care,Health Care Distributors,New York,9847416832.0,115771149.0,13.9,Low
HST,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,0001070750,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,Maryland,15450716160.0,687800000.0,13.4,Low
HSY,Hershey Company (The),Consumer Staples,Packaged Foods & Meats,0000047111,Hershey Company (The),Consumer Staples,Packaged Foods & Meats,Pennsylvania,34824437760.0,202839656.0,26.0,Medium
HUBB,Hubbell Incorporated,Industrials,Industrial Machinery & Supplies & Components,0000048898,Hubbell Incorporated,Industrials,Industrial Machinery & Supplies & Components,Connecticut,24324116480.0,53253805.0,19.6,Low
HUM,Humana,Health Care,Managed Health Care,0000049071,Humana,Health Care,Managed Health Care,Kentucky,49208905728.0,120826000.0,22.5,Medium
HWM,Howmet Aerospace,Industrials,Aerospace & Defense,0000004281,Howmet Aerospace,Industrials,Aerospace & Defense,Pennsylvania,91568791552.0,401620565.0,,
IBKR,Interactive Brokers,Financials,Investment Banking & Brokerage,0001381197,Interactive Brokers,Financials,Investment Banking & Brokerage,Connecticut,155677638656.0,443859546.0,,
IBM,IBM,Information Technology,IT Consulting & Other Services,0000051143,IBM,Information Technology,IT Consulting & Other Services,New York,229211865088.0,936952129.0,14.1,Low
ICE,Intercontinental Exchange,Financials,Financial Exchanges & Data,0001571949,Intercontinental Exchange,Financials,Financial Exchanges & Data,Georgia,88363491328.0,567000000.0,19.8,Low
IDXX,Idexx Laboratories,Health Care,Health Care Equipment,0000874716,Idexx Laboratories,Health Care,Health Care Equipment,Maine,39760830464.0,79712000.0,18.7,Low
IEX,IDEX Corporation,Industrials,Industrial Machinery & Supplies & Components,0000832101,IDEX Corporation,Industrials,Industrial Machinery & Supplies & Components,Illinois,16528738304.0,75300000.0,29.3,Medium
IFF,International Flavors & Fragrances,Materials,Specialty Chemicals,0000051253,International Flavors & Fragrances,Materials,Specialty Chemicals,New York,21333088256.0,255700000.0,22.7,Medium
INCY,Incyte,Health Care,Biotechnology,0000879169,Incyte,Health Care,Biotechnology,Delaware,24621694976.0,198460009.0,24.8,Medium
INTC,Intel,Information Technology,Semiconductors,0000050863,Intel,Information Technology,Semiconductors,California,544151666688.0,4994000000.0,18.9,Low
INTU,Intuit,Information Technology,Application Software,0000896878,Intuit,Information Technology,Application Software,California,85935079424.0,268384000.0,16.4,Low
INVH,Invitation Homes,Real Estate,Single-Family Residential REITs,0001687229,Invitation Homes,Real Estate,Single-Family Residential REITs,Texas,16265763840.0,610788732.0,,
IP,International Paper,Materials,Paper & Plastic Packaging Products & Materials,0000051434,International Paper,Materials,Paper & Plastic Packaging Products & Materials,Tennessee,18196021248.0,627000000.0,24.5,Medium
IQV,IQVIA,Health Care,Life Sciences Tools & Services,0001478242,IQVIA,Health Care,Life Sciences Tools & Services,North Carolina,43087339520.0,169600000.0,19.1,Low
IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,0001699150,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,North Carolina,28296798208.0,391121689.0,,
IRM,Iron Mountain,Real Estate,Other Specialized REITs,0001020569,Iron Mountain,Real Estate,Other Specialized REITs,New Hampshire,34289410048.0,295788645.0,14.5,Low
ISRG,Intuitive Surgical,Health Care,Health Care Equipment,0001035267,Intuitive Surgical,Health Care,Health Care Equipment,California,132258340864.0,355100000.0,21.1,Medium
IT,Gartner,Information Technology,IT Consulting & Other Services,0000749251,Gartner,Information Technology,IT Consulting & Other Services,Connecticut,11340923904.0,75605000.0,18.9,Low
ITW,Illinois Tool Works,Industrials,Industrial Machinery & Supplies & Components,0000049826,Illinois Tool Works,Industrials,Industrial Machinery & Supplies & Components,Illinois,76371968000.0,288600000.0,25.3,Medium
IVZ,Invesco,Financials,Asset Management & Custody Banks,0000914208,Invesco,Financials,Asset Management & Custody Banks,Georgia,14251612160.0,444000000.0,22.8,Medium
J,Jacobs Solutions,Industrials,Construction & Engineering,0000052988,Jacobs Solutions,Industrials,Construction & Engineering,Texas,16601927680.0,119081294.0,22.4,Medium
JBHT,J.B. Hunt,Industrials,Cargo Ground Transportation,0000728535,J.B. Hunt,Industrials,Cargo Ground Transportation,Arkansas,25399296000.0,94594725.0,14.8,Low
JBL,Jabil,Information Technology,Electronic Manufacturing Services,0000898293,Jabil,Information Technology,Electronic Manufacturing Services,Florida,33330675712.0,107480895.0,,
JCI,Johnson Controls,Industrials,Building Products,0000833444,Johnson Controls,Industrials,Building Products,Ireland,88444305408.0,654100000.0,14.4,Low
JKHY,Jack Henry & Associates,Financials,Transaction & Payment Processing Services,0000779152,Jack Henry & Associates,Financials,Transaction & Payment Processing Services,Missouri,11296542720.0,72043000.0,18.7,Low
JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,0000200406,Johnson & Johnson,Health Care,Pharmaceuticals,New Jersey,640020840448.0,2429400000.0,24.0,Medium
JPM,JPMorgan Chase,Financials,Diversified Banks,0000019617,JPMorgan Chase,Financials,Diversified Banks,New York,946925731840.0,2696200000.0,29.3,Medium
KDP,Keurig Dr Pepper,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,0001418135,Keurig Dr Pepper,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,Massachusetts,42716327936.0,1358663795.0,,
KEY,KeyCorp,Financials,Regional Banks,0000091576,KeyCorp,Financials,Regional Banks,Ohio,23306088448.0,1107994000.0,21.4,Medium
KEYS,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,0001601046,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,California,57651683328.0,173000000.0,7.6,Negligible
KHC,Kraft Heinz,Consumer Staples,Packaged Foods & Meats,0001637459,Kraft Heinz,Consumer Staples,Packaged Foods & Meats,Pennsylvania,29171265536.0,1184000000.0,33.7,High
KIM,Kimco Realty,Real Estate,Retail REITs,0000879101,Kimco Realty,Real Estate,Retail REITs,New York,15555605504.0,674093047.0,10.9,Low
KKR,KKR & Co.,Financials,Asset Management & Custody Banks,0001404912,KKR & Co.,Financials,Asset Management & Custody Banks,New York,93356531712.0,891451844.0,,
KLAC,KLA Corporation,Information Technology,Semiconductor Materials & Equipment,0000319201,KLA Corporation,Information Technology,Semiconductor Materials & Equipment,California,236014616576.0,1306983000.0,17.2,Low
KMB,Kimberly-Clark,Consumer Staples,Household Products,0000055785,Kimberly-Clark,Consumer Staples,Household Products,Texas,32642633728.0,331900000.0,28.5,Medium
KMI,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,0001506307,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,Texas,68719116288.0,2224777750.0,19.0,Low
KO,Coca-Cola Company (The),Consumer Staples,Soft Drinks & Non-alcoholic Beverages,0000021344,Coca-Cola Company (The),Consumer Staples,Soft Drinks & Non-alcoholic Beverages,Georgia,379872051200.0,4313000000.0,21.6,Medium
KR,Kroger,Consumer Staples,Food Retail,0000056873,Kroger,Consumer Staples,Food Retail,Ohio,34860040192.0,655000000.0,21.3,Medium
KVUE,Kenvue,Consumer Staples,Personal Care Products,0001944048,Kenvue,Consumer Staples,Personal Care Products,New Jersey,34151354368.0,1916115445.0,,
L,Loews Corporation,Financials,Multi-line Insurance,0000060086,Loews Corporation,Financials,Multi-line Insurance,New York,22239690752.0,209100000.0,16.4,Low
LDOS,Leidos,Industrials,Diversified Support Services,0001336920,Leidos,Industrials,Diversified Support Services,Virginia,16170926080.0,126380657.0,17.6,Low
LEN,Lennar,Consumer Discretionary,Homebuilding,0000920760,Lennar,Consumer Discretionary,Homebuilding,Florida,19175251968.0,272019000.0,25.4,Medium
LH,Labcorp,Health Care,Health Care Services,0000920148,Labcorp,Health Care,Health Care Services,North Carolina,25265895424.0,82200000.0,19.7,Low
LHX,L3Harris,Industrials,Aerospace & Defense,0000202058,L3Harris,Industrials,Aerospace & Defense,Florida,45723136000.0,186844093.0,,
LII,Lennox International,Industrials,Building Products,0001069202,Lennox International,Industrials,Building Products,Texas,12650590208.0,35400000.0,,
LIN,Linde plc,Materials,Industrial Gases,0001707925,Linde plc,Materials,Industrial Gases,United Kingdom,214918168576.0,472195000.0,,
LITE,Lumentum,Information Technology,Communications Equipment,0001633978,Lumentum,Information Technology,Communications Equipment,California,83154591744.0,88600000.0,,
LLY,Lilly (Eli),Health Care,Pharmaceuticals,0000059478,Lilly (Eli),Health Care,Pharmaceuticals,Indiana,994915778560.0,899300000.0,24.3,Medium
LMT,Lockheed Martin,Industrials,Aerospace & Defense,0000936468,Lockheed Martin,Industrials,Aerospace & Defense,Maryland,120978202624.0,229000000.0,30.2,High
LNT,Alliant Energy,Utilities,Electric Utilities,0000352541,Alliant Energy,Utilities,Electric Utilities,Wisconsin,17439490048.0,257137261.0,21.4,Medium
LOW,Lowe's,Consumer Discretionary,Home Improvement Retail,0000060667,Lowe's,Consumer Discretionary,Home Improvement Retail,North Carolina,110426652672.0,561000000.0,11.8,Low
LRCX,Lam Research,Information Technology,Semiconductor Materials & Equipment,0000707549,Lam Research,Information Technology,Semiconductor Materials & Equipment,California,373168930816.0,1251278000.0,13.6,Low
LULU,Lululemon Athletica,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",0001397187,Lululemon Athletica,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Canada,10956971008.0,111380000.0,16.9,Low
LUV,Southwest Airlines,Industrials,Passenger Airlines,0000092380,Southwest Airlines,Industrials,Passenger Airlines,Texas,19196530688.0,558000000.0,30.7,High
LVS,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,0001300514,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,Nevada,27741042688.0,675000000.0,18.7,Low
LYB,LyondellBasell,Materials,Specialty Chemicals,0001489393,LyondellBasell,Materials,Specialty Chemicals,Netherlands,20574285824.0,322084769.0,20.7,Medium
LYV,Live Nation Entertainment,Communication Services,Movies & Entertainment,0001335258,Live Nation Entertainment,Communication Services,Movies & Entertainment,California,39638056960.0,235421446.0,,
MA,Mastercard,Financials,Transaction & Payment Processing Services,0001141391,Mastercard,Financials,Transaction & Payment Processing Services,New York,498616074240.0,906000000.0,17.1,Low
MAA,Mid-America Apartment Communities,Real Estate,Multi-Family Residential REITs,0000912595,Mid-America Apartment Communities,Real Estate,Multi-Family Residential REITs,Tennessee,14845492224.0,116878077.0,13.1,Low
MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0001048286,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Maryland,87275872256.0,265864771.0,21.4,Medium
MAS,Masco,Industrials,Building Products,0000062996,Masco,Industrials,Building Products,Michigan,13511281664.0,204300000.0,22.2,Medium
MCD,McDonald's,Consumer Discretionary,Restaurants,0000063908,McDonald's,Consumer Discretionary,Restaurants,Illinois,178700713984.0,716.4,26.0,Medium
MCHP,Microchip Technology,Information Technology,Semiconductors,0000827054,Microchip Technology,Information Technology,Semiconductors,Arizona,40291246080.0,542079011.0,31.8,High
MCK,McKesson Corporation,Health Care,Health Care Distributors,0000927653,McKesson Corporation,Health Care,Health Care Distributors,Texas,102775570432.0,124100000.0,15.2,Low
MCO,Moody's Corporation,Financials,Financial Exchanges & Data,0001059556,Moody's Corporation,Financials,Financial Exchanges & Data,New York,82252316672.0,179900000.0,15.8,Low
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,0001103982,Mondelez International,Consumer Staples,Packaged Foods & Meats,Illinois,79692677120.0,1298000000.0,22.0,Medium
MDT,Medtronic,Health Care,Health Care Equipment,0001613103,Medtronic,Health Care,Health Care Equipment,Ireland,116350386176.0,1280177293.0,22.8,Medium
MET,MetLife,Financials,Life & Health Insurance,0001099219,MetLife,Financials,Life & Health Insurance,New York,61730230272.0,655333773.0,16.4,Low
META,Meta Platforms,Communication Services,Interactive Media & Services,0001326801,Meta Platforms,Communication Services,Interactive Media & Services,California,1650860490752.0,2574000000.0,34.1,High
MGM,MGM Resorts,Consumer Discretionary,Casinos & Gaming,0000789570,MGM Resorts,Consumer Discretionary,Casinos & Gaming,Nevada,10205905920.0,258323143.0,24.8,Medium
MKC,McCormick & Company,Consumer Staples,Packaged Foods & Meats,0000063754,McCormick & Company,Consumer Staples,Packaged Foods & Meats,Maryland,13797462016.0,269400000.0,26.1,Medium
MLM,Martin Marietta Materials,Materials,Construction Materials,0000916076,Martin Marietta Materials,Materials,Construction Materials,North Carolina,36217044992.0,60309739.0,30.1,High
MMM,3M,Industrials,Industrial Conglomerates,0000066740,3M,Industrials,Industrial Conglomerates,Minnesota,85078728704.0,530279131.0,37.3,High
MNST,Monster Beverage,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,0000865752,Monster Beverage,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,California,85022851072.0,978113000.0,29.2,Medium
MO,Altria,Consumer Staples,Tobacco,0000764180,Altria,Consumer Staples,Tobacco,Virginia,115178938368.0,1674318297.0,31.3,High
MOS,Mosaic Company (The),Materials,Fertilizers & Agricultural Chemicals,0001285785,Mosaic Company (The),Materials,Fertilizers & Agricultural Chemicals,Florida,8007791616.0,317408647.0,33.5,High
MPC,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,0001510295,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,Ohio,111186952192.0,306000000.0,30.5,High
MPWR,Monolithic Power Systems,Information Technology,Semiconductors,0001280452,Monolithic Power Systems,Information Technology,Semiconductors,Washington,60665065472.0,47892000.0,,
MRK,Merck & Co.,Health Care,Pharmaceuticals,0000310158,Merck & Co.,Health Care,Pharmaceuticals,New Jersey,355100000256.0,2507000000.0,21.4,Medium
MRNA,Moderna,Health Care,Biotechnology,0001682852,Moderna,Health Care,Biotechnology,Massachusetts,57477992448.0,394000000.0,,
MRSH,Marsh McLennan,Financials,Insurance Brokers,0000062709,Marsh McLennan,Financials,Insurance Brokers,New York,84423442432.0,485000000.0,,
MRVL,Marvell Technology,Information Technology,Semiconductors,0001835632,Marvell Technology,Information Technology,Semiconductors,California,212184170496.0,847300000.0,,
MS,Morgan Stanley,Financials,Investment Banking & Brokerage,0000895421,Morgan Stanley,Financials,Investment Banking & Brokerage,New York,336698015744.0,1582834137.0,24.6,Medium
MSCI,MSCI,Financials,Financial Exchanges & Data,0001408198,MSCI,Financials,Financial Exchanges & Data,New York,40320147456.0,73563183.0,16.3,Low
MSFT,Microsoft,Information Technology,Systems Software,0000789019,Microsoft,Information Technology,Systems Software,Washington,3680323239936.0,7427000000.0,15.1,Low
MSI,Motorola Solutions,Information Technology,Communications Equipment,0000068505,Motorola Solutions,Information Technology,Communications Equipment,Illinois,77146587136.0,165700000.0,13.1,Low
MTB,M&T Bank,Financials,Regional Banks,0000036270,M&T Bank,Financials,Regional Banks,New York,34635350016.0,158791000.0,26.5,Medium
MTD,Mettler Toledo,Health Care,Life Sciences Tools & Services,0001037646,Mettler Toledo,Health Care,Life Sciences Tools & Services,Ohio,25917691904.0,20359353.0,13.1,Low
MU,Micron Technology,Information Technology,Semiconductors,0000723125,Micron Technology,Information Technology,Semiconductors,Idaho,1101452017664.0,1122000000.0,18.2,Low
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0001513761,Norwegian Cruise Line Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Florida,6805163520.0,455257489.0,25.9,Medium
NDAQ,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,0001120193,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,New York,50973147136.0,569894024.0,13.1,Low
NDSN,Nordson Corporation,Industrials,Industrial Machinery & Supplies & Components,0000072331,Nordson Corporation,Industrials,Industrial Machinery & Supplies & Components,Ohio,17515780096.0,55920000.0,24.9,Medium
NEE,NextEra Energy,Utilities,Multi-Utilities,0000753308,NextEra Energy,Utilities,Multi-Utilities,Florida,171696865280.0,2083000000.0,23.3,Medium
NEM,Newmont,Materials,Gold,0001164727,Newmont,Materials,Gold,Colorado,133618712576.0,1089000000.0,20.5,Medium
NFLX,Netflix,Communication Services,Movies & Entertainment,0001065280,Netflix,Communication Services,Movies & Entertainment,California,322288943104.0,4222162150.0,16.4,Low
NI,NiSource,Utilities,Multi-Utilities,0001111711,NiSource,Utilities,Multi-Utilities,Indiana,19858583552.0,478432058.0,26.0,Medium
NKE,"Nike, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",0000320187,"Nike, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Oregon,54592753664.0,1481000000.0,19.6,Low
NOC,Northrop Grumman,Industrials,Aerospace & Defense,0001133421,Northrop Grumman,Industrials,Aerospace & Defense,Virginia,73726443520.0,141997194.0,27.5,Medium
NOW,ServiceNow,Information Technology,Systems Software,0001373715,ServiceNow,Information Technology,Systems Software,California,137017729024.0,1047278000.0,16.6,Low
NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,0001013871,NRG Energy,Utilities,Independent Power Producers & Energy Traders,Texas,23850481664.0,190376607.0,32.0,High
NSC,Norfolk Southern,Industrials,Rail Transportation,0000702165,Norfolk Southern,Industrials,Rail Transportation,Georgia,71935320064.0,224420699.0,23.9,Medium
NTAP,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals",0001002047,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals",California,39142379520.0,196000000.0,15.4,Low
NTRS,Northern Trust,Financials,Asset Management & Custody Banks,0000073124,Northern Trust,Financials,Asset Management & Custody Banks,Illinois,34613379072.0,186337588.0,23.9,Medium
NUE,Nucor,Materials,Steel,0000073309,Nucor,Materials,Steel,North Carolina,58858356736.0,231000000.0,32.8,High
NVDA,Nvidia,Information Technology,Semiconductors,0001045810,Nvidia,Information Technology,Semiconductors,California,5271048421376.0,24304000000.0,13.6,Low
NVR,"NVR, Inc.",Consumer Discretionary,Homebuilding,0000906163,"NVR, Inc.",Consumer Discretionary,Homebuilding,Virginia,16499457024.0,2799387.0,20.3,Medium
NWS,News Corp (Class B),Communication Services,Publishing,0001564708,News Corp (Class B),Communication Services,Publishing,New York,17544667136.0,558400000.0,,
NXPI,NXP Semiconductors,Information Technology,Semiconductors,0001413447,NXP Semiconductors,Information Technology,Semiconductors,Netherlands,59667087360.0,254331000.0,19.8,Low
O,Realty Income,Real Estate,Retail REITs,0000726728,Realty Income,Real Estate,Retail REITs,California,56299974656.0,933975000.0,15.5,Low
ODFL,Old Dominion,Industrials,Cargo Ground Transportation,0000878927,Old Dominion,Industrials,Cargo Ground Transportation,North Carolina,37390618624.0,208556788.0,,
